Institution,Control,State,Category,Plan,Lat,Long,March_Death,April_Death,May_Death,June_Death,March_Hospitalized,April_Hospitalized,May_Hospitalized,June_Hospitalized,March_InICU,April_InICU,May_InICU,June_InICU,March_onVentilatorCumulative,April_onVentilatorCumulative,May_onVentilatorCumulative,June_onVentilatorCumulative,March_Positive,April_Positive,May_Positive,June_Positive,March_Recovered,April_Recovered,May_Recovered,June_Recovered,constitution_party_numbers,democrat_numbers,green_numbers,libertarian_numbers,republican_numbers
Kent State University,Public,OH,"<a href=""https://www.kent.edu/coronavirus/news/friday-may-22-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,41.1455594,-81.33928829999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Kenyon College,Private,OH,"<a href=""https://blogs.kenyon.edu/campus-report/post/covid-19-update-planning-for-fall-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.37189650000001,-82.39830789999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Marietta College,Private,OH,"<a href=""https://www.marietta.edu/article/preparing-for-fall-semester"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.41665649999999,-81.44993509999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Miami University,Public,OH,"<a href=""https://www.miamioh.edu/news/top-stories/2020/04/crawford-community-update.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.5105334,-84.73087679999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Mount St. Joseph University,Private,OH,"<a href=""https://www.msj.edu/news/2020/05/president-end-of-semester-message.html "" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,39.0949575,-84.6381573,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Mount Union University,Private,OH,"<a href=""https://www.mountunion.edu/covid-19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.90454550000001,-81.1100005,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Oberlin College,Private,OH,"<a href=""https://www.oberlin.edu/campus-resources/bulletins/update-fall-opening"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.2958696,-82.22108899999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Ohio Dominican University,Private,OH,"<a href=""https://www.ohiodominican.edu/future-students/odu-news-events/news-item/2020/05/19/ohio-dominican-announces-plans-to-resume-on-campus-instruction-in-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.9922327,-82.94160889999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Ohio Northern University,Private,OH,"<a href=""https://www.onu.edu/news/onu-resume-person-education-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.766263,-83.83250559999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Ohio State University,Public,OH,"<a href=""https://www.thelantern.com/2020/04/president-drake-says-on-campus-transition-could-begin-in-coming-weeks/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.0068363,-83.03062220000002,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Ohio University,Public,OH,"<a href=""https://www.ohio.edu/news/2020/05/ohio-university-prepares-open-campuses-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.324358,-82.10138889999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Ohio Wesleyan University,Private,OH,"<a href=""https://www.owu.edu/news-media/details/safe-campus-opening-task-force/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.2965635,-83.0669667,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Otterbein University,Private,OH,"<a href=""https://www.otterbein.edu/news/otterbein-university-will-open-campus-for-fall-semester/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.1255427,-82.93651919999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
University of Cincinnati,Public,OH,"<a href=""https://local12.com/news/local/fall-plans-for-local-colleges-to-be-announced-by-mid-june-cincinnati"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,39.1329219,-84.51495039999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
University of Dayton,Private,OH,"<a href=""https://udayton.edu/president/path-forward/index.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.7393,-84.17996749999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
University of Findlay,Private,OH,"<a href=""https://newsroom.findlay.edu/university-of-findlay-to-resume-in-person-classes-residential-living-this-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.0547074,-83.65448470000003,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
University of Toledo,Public,OH,"<a href=""http://news.utoledo.edu/index.php/05_11_2020/preparing-campus-utoledo-aims-to-open-campus-in-the-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.6578804,-83.61423740000002,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Walsh University,Private,OH,"<a href=""https://www.walsh.edu/news/2020/05/student-incentives.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.873658,-81.36965599999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Wittenberg University,Private,OH,"<a href=""https://www.wittenberg.edu/administration/president/message-regarding-fall-return"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.9357509,-83.8141833,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Wright State Unviersity,Public,OH,"<a href=""https://www.wright.edu/residence-life-and-housing"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,39.7846157,-84.0583281,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Xavier University,Private,OH,"<a href=""https://www.xavier.edu/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.149448,-84.47363740000002,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Youngstown State University,Public,OH,"<a href=""https://ysu.edu/news/ysu-intends-full-re-opening-fall-semester"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.10664129999999,-80.6480952,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Brigham Young University,Private,UT,"<a href=""https://www.byu.edu/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.2518435,-111.6493156,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Dixie State University,Public,UT,Planning for in-person,Planning for in-person,37.1032141,-113.5652489,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Salt Lake Community College,Public,UT,Planning for in-person,Planning for in-person,40.6707163,-111.9441385,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Snow College,Public,UT,Planning for in-person,Planning for in-person,39.36122460000001,-111.5829275,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Southern Utah University,Public,UT,Planning for in-person,Planning for in-person,37.6764461,-113.0713001,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — University of Utah,Public,UT,Planning for in-person,Planning for in-person,40.7649368,-111.8421021,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Utah State University,Public,UT,Planning for in-person,Planning for in-person,39.607914,-110.8039829,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Utah Valley University,Public,UT,Planning for in-person,Planning for in-person,40.2787626,-111.7153739,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Utah System of Higher Education — Weber State University,Public,UT,Planning for in-person,Planning for in-person,41.19246820000001,-111.9444959,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Westminster College (Utah),Private,UT,"<a href=""https://westminstercollege.edu/about/news/news-post/2020/05/26/westminster-college-to-hold-classes-on-campus-in-august"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.7322206,-111.8549815,20,722,2461,113,73,6960,18859,789,0,0,4996,242,0,0,2150,102,5509,82178,221147,9999,0,17675,121919,6251,4,5,3,5,5
Brown University,Private,RI,"<a href=""https://covid.brown.edu/news/2020-05-06/planning-graduate-medical"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,41.8267718,-71.40254820000001,15,3565,15471,720,0,10554,42538,1724,0,0,0,0,0,0,0,0,2564,119624,381262,14991,35,5926,28566,1281,4,5,5,5,5
Bryant University,Private,RI,"<a href=""https://www.providencejournal.com/news/20200430/bryant-university-planning-to-open-campus-for-fall-semester"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.9214717,-71.53764759999999,15,3565,15471,720,0,10554,42538,1724,0,0,0,0,0,0,0,0,2564,119624,381262,14991,35,5926,28566,1281,4,5,5,5,5
Roger Williams University,Private,RI,"<a href=""https://pbn.com/rwu-working-on-protocols-to-reopen-campus-in-the-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.6511285,-71.25986359999997,15,3565,15471,720,0,10554,42538,1724,0,0,0,0,0,0,0,0,2564,119624,381262,14991,35,5926,28566,1281,4,5,5,5,5
Buena Vista University,Private,IA,"<a href=""https://www.bvu.edu/news/bvu-resume-person-classes-fall-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.6417858,-95.2075997,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Clarke University,Private,IA,"<a href=""https://www.clarke.edu/news/cu-coronavirus-2019-ncov-updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.50912879999999,-90.690021,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Cornell College,Private,IA,"<a href=""https://www.cornellcollege.edu/block/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.92695459999999,-91.4253502,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Dordt University,Private,IA,"<a href=""https://www.dordt.edu/news/52732"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.0824829,-96.1663608,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Drake University,Private,IA,"<a href=""https://www.drake.edu/coronavirus/faq/admission/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.60125130000001,-93.6546708,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Faith Baptist Bible College,Private,IA,"<a href=""https://faith.edu/faith-news/dr-tillotson-gives-presidential-update/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.7366939,-93.62456259999999,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Grinnell College,Private,IA,"<a href=""https://instructionalcontinuity.sites.grinnell.edu/wp-content/uploads/2020/05/AC-faculty-staff-5-5-FINAL.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,41.749223,-92.7201302,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Iowa Board of Regents,Public,IA,"<a href=""https://www.president.iastate.edu/sites/default/files/communications/President's%20Messages/FY20/2020.4.24%20Fall%20Planning.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.637022,-93.7726994,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Loras College,Private,IA,"<a href=""https://myweb.loras.edu/Loras/PDF/CoronavirusEmail5-13-2020.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.5030898,-90.6810607,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Luther College,Private,IA,"<a href=""https://www.luther.edu/headlines/?story_id=910677"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.311063,-91.8062533,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Morningside College,Private,IA,"<a href=""https://www.morningside.edu/news/from-president-reynders-when-fall-semester-arrives-morningside-will-be-open-ready/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.4731744,-96.3584236,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Northwestern College,Private,IA,"<a href=""https://www.nwciowa.edu/wellness/coronavirus/FAQs"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.9687773,-87.7595192,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Simpson College,Private,IA,"<a href=""https://simpson.edu/covid19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.29300720000001,-71.301722,25,1956,10714,551,456,1240,0,0,0,0,0,0,0,0,0,0,2747,83619,440007,19697,121,30660,215652,11440,5,5,5,5,5
Cameron University,Public,OK,"<a href=""https://www.cameron.edu/covid-19/summer-and-fall-2020-classes"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,34.604966299999994,-98.436244,101,3694,8877,334,907,14792,26879,986,0,0,0,0,0,0,0,0,3068,67889,160501,6573,0,36409,120907,5511,0,5,0,2,5
Mid-America Christian University,Private,OK,"<a href=""https://www.macu.edu/coronavirus-updates"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,35.3477533,-97.57834799999999,101,3694,8877,334,907,14792,26879,986,0,0,0,0,0,0,0,0,3068,67889,160501,6573,0,36409,120907,5511,0,5,0,2,5
Oklahoma Panhandle State University,Public,OK,"<a href=""https://opsu.edu/coronavirus/Statement//"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,36.593193,-101.639955,101,3694,8877,334,907,14792,26879,986,0,0,0,0,0,0,0,0,3068,67889,160501,6573,0,36409,120907,5511,0,5,0,2,5
Oklahoma State University,Public,OK,"<a href=""https://go.okstate.edu/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,36.1270236,-97.0737222,101,3694,8877,334,907,14792,26879,986,0,0,0,0,0,0,0,0,3068,67889,160501,6573,0,36409,120907,5511,0,5,0,2,5
