Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Federal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Percent_of_State_Cases,Cases_per_100000,Total_Deaths,Plan_type,Campus_Location,pct_change_2014_2015_gdp,pct_change_2015_2016_gdp,pct_change_2016_2017_gdp,pct_change_2017_2018_gdp,pct_change_gdp_avg,pct_change_2014_2015_income,pct_change_2015_2016_income,pct_change_2016_2017_income,pct_change_2017_2018_income,pct_change_income_avg,control_year
Private,MA,Hybrid,34657.0,2697,42.3504997,-71.10539909999999,Boston University,"One Silber Way, Boston, Massachusetts 02215",Large,Yes,327641968.0,36461.0,38481762.0,6679.0,17983,15737,4665,4,2215,Boston,Suffolk,0.0,0.0,0,0,0,0,53040.5,71495.5,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Public,MA,Online,12522.0,2697,42.374967299999994,-71.06958709999998,Bunker Hill Community College,"250 New Rutherford Ave, Boston, Massachusetts 02129-2925",Large,No,27290684.0,3709.0,1366452.0,2549.0,11352,0,679,2,2129,Charlestown,Suffolk,9408.0,4434.0,0,0,0,0,0.0,17477.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Public-2
Private,MA,Online,2234.0,2697,42.381439799999995,-71.07293039999998,Cambridge College,"500 Rutherford Avenue, Boston, Massachusetts 02129",Large,No,1421265.0,3862.0,3561007.0,8130.0,787,1569,307,4,2129,Charlestown,Suffolk,0.0,0.0,0,0,0,0,15282.0,28632.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Private,MA,Hybrid,4573.0,2697,42.35218769999999,-71.0656359,Emerson College,"120 Boylston Street, Boston, Massachusetts 02116-4624",Large,Yes,55348451.0,21612.0,12824672.0,6577.0,3878,1052,515,4,2116,Boston,Suffolk,0.0,0.0,0,0,0,0,46006.0,67113.25,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Private,MA,In-person,1662.0,2697,42.3553507,-71.0734662,Fisher College,"118 Beacon Street, Boston, Massachusetts 02116",Large,Yes,14618207.0,14721.0,5467756.0,5989.0,1551,77,180,4,2116,Boston,Suffolk,0.0,0.0,0,0,0,0,30878.75,51878.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Public,MA,Hybrid,2087.0,2697,42.3364749,-71.09964769999998,Massachusetts College of Art and Design,"621 Huntington Ave, Boston, Massachusetts 02115-5882",Large,Yes,11978758.0,7870.0,10443000.0,9723.0,1955,140,322,4,2115,Boston,Suffolk,35500.0,12950.0,0,0,0,0,0.0,29875.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Public-4
Private,MA,Hybrid,7064.0,2697,42.336755600000004,-71.10126290000002,MCPHS University,"179 Longwood Ave, Boston, Massachusetts 02115-5896",Large,Yes,36851108.0,10279.0,25325629.0,9630.0,4034,3332,763,4,2115,Boston,Suffolk,0.0,0.0,0,0,0,0,33105.0,54193.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Private,MA,Hybrid,21627.0,2697,42.339806700000004,-71.08917170000002,Northeastern University,"360 Huntington Ave, Boston, Massachusetts 02115-5005",Large,Yes,249615603.0,28449.0,27393062.0,5934.0,14202,8005,2054,4,2115,Boston,Suffolk,0.0,0.0,0,0,0,0,50544.5,69322.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Public,MA,Online,2007.0,2697,42.329242,-71.095479,Roxbury Community College,"1234 Columbus Ave, Roxbury Crossing, Massachusetts 02120-3400",Large,No,8090963.0,6765.0,0.0,0.0,1674,0,254,2,2120,Roxbury Crossing,Suffolk,10281.5,4977.5,0,0,0,0,0.0,19112.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Public-2
Private,MA,Online,6082.0,2697,42.3393661,-71.0999358,Simmons University,"300 The Fenway, Boston, Massachusetts 02115-5898",Large,Yes,46829771.0,27038.0,7790094.0,6641.0,1761,4774,972,4,2115,Boston,Suffolk,0.0,0.0,0,0,0,0,40280.0,59035.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Private,MA,TBD,7186.0,2697,42.358956299999996,-71.06184209999998,Suffolk University,"73 Tremont St., Boston, Massachusetts 02108-3901",Large,Yes,91808286.0,20447.0,18372957.0,6760.0,4862,2307,654,4,2108,Boston,Suffolk,0.0,0.0,0,0,0,0,37879.5,57290.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Public,MA,Online,16164.0,2697,42.314491499999995,-71.03732790000002,University of Massachusetts -Boston,"100 Morrissey Boulevard, Boston, Massachusetts 02125-3393",Large,Yes,78520759.0,9731.0,43652266.0,6786.0,12595,3394,1135,4,2125,Dorchester,Suffolk,33512.25,14010.75,0,0,0,0,0.0,34234.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,Not In-Class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Public-4
Private,MA,Hybrid,4516.0,2697,42.3361063,-71.09565959999998,Wentworth Institute of Technology,"550 Huntington Ave, Boston, Massachusetts 02115",Large,Yes,52484180.0,14348.0,16954731.0,6534.0,4303,146,381,4,2115,Boston,Suffolk,0.0,0.0,0,0,0,0,33683.5,52956.0,0.794723195076,0.164873796196,62792.0,67245.0,71701.0,77036.0,81152.0,97251997.0,102340696.0,105533781.0,108741572.0,112691074.0,MA,1115,12890,17873,19819,21113,7,524,868,1002,1055,21631.0,18.0,2691.0,1066.0,In-class,City,0.05232487925157979,0.03120054020347878,0.030395869167238493,0.036320074534144126,0.037560340789110296,0.07091667728373041,0.06626514982526582,0.07440621469714509,0.05342956539799574,0.06625440180103427,Private-4
Private,NC,TBD,534.0,995,36.067871999999994,-79.77921599999998,Bennett College,"900 E Washington St, Greensboro, North Carolina 27401-3239",Large,Yes,7590134.0,16942.0,2591902.0,6216.0,311,0,61,4,27401,Greensboro,Guilford,0.0,0.0,0,0,0,0,18513.0,33430.25,0.586896587289,0.386616525247,41164.0,43256.0,43059.0,44268.0,45875.0,30176229.0,30734191.0,30328567.0,30886851.0,31387797.0,NC,44,381,1227,2812,5042,0,26,65,114,142,5254.0,4.2,978.0,147.0,Not In-Class,City,0.01849011683998024,-0.013197809566550816,0.018407859494317683,0.01621874628786211,0.009979728263902305,0.05082110582061996,-0.004554281486961346,0.028077753779697626,0.036301617421162016,0.027661548883629563,Private-4
Private,NC,In-person,1026.0,995,36.0710001,-79.8002632,Greensboro College,"815 W Market St, Greensboro, North Carolina 27401-1875",Large,Yes,14923006.0,20387.0,4205843.0,7165.0,867,154,116,4,27401,Greensboro,Guilford,0.0,0.0,0,0,0,0,26190.0,39440.0,0.586896587289,0.386616525247,41164.0,43256.0,43059.0,44268.0,45875.0,30176229.0,30734191.0,30328567.0,30886851.0,31387797.0,NC,44,381,1227,2812,5042,0,26,65,114,142,5254.0,4.2,978.0,147.0,In-class,City,0.01849011683998024,-0.013197809566550816,0.018407859494317683,0.01621874628786211,0.009979728263902305,0.05082110582061996,-0.004554281486961346,0.028077753779697626,0.036301617421162016,0.027661548883629563,Private-4
Private,NC,In-person,1576.0,995,36.09179879999999,-79.88873989999998,Guilford College,"5800 W Friendly Avenue, Greensboro, North Carolina 27410-4108",Large,Yes,33443462.0,25608.0,7996222.0,7064.0,1525,11,179,4,27410,Greensboro,Guilford,0.0,0.0,0,0,0,0,36379.5,51355.0,0.586896587289,0.386616525247,41164.0,43256.0,43059.0,44268.0,45875.0,30176229.0,30734191.0,30328567.0,30886851.0,31387797.0,NC,44,381,1227,2812,5042,0,26,65,114,142,5254.0,4.2,978.0,147.0,In-class,City,0.01849011683998024,-0.013197809566550816,0.018407859494317683,0.01621874628786211,0.009979728263902305,0.05082110582061996,-0.004554281486961346,0.028077753779697626,0.036301617421162016,0.027661548883629563,Private-4
Public,NC,In-person,10520.0,995,35.9980208,-79.91914799999998,Guilford Technical Community College,"601 E. Main Street, Jamestown, North Carolina 27282",Midsize,No,22665280.0,3971.0,20227366.0,6051.0,11070,0,736,2,27282,Jamestown,Guilford,7429.25,2245.25,0,0,0,0,0.0,17829.25,0.586896587289,0.386616525247,41164.0,43256.0,43059.0,44268.0,45875.0,30176229.0,30734191.0,30328567.0,30886851.0,31387797.0,NC,44,381,1227,2812,5042,0,26,65,114,142,5254.0,4.2,978.0,147.0,In-class,Suburb,0.01849011683998024,-0.013197809566550816,0.018407859494317683,0.01621874628786211,0.009979728263902305,0.05082110582061996,-0.004554281486961346,0.028077753779697626,0.036301617421162016,0.027661548883629563,Public-2
Private,NC,In-person,5137.0,995,35.9721829,-79.99517000000002,High Point University,"One University Parkway, High Point, North Carolina 27268",Midsize,Yes,46156172.0,12889.0,11992487.0,6332.0,4591,739,460,4,27268,High Point,Guilford,0.0,0.0,0,0,0,0,34699.0,52137.5,0.586896587289,0.386616525247,41164.0,43256.0,43059.0,44268.0,45875.0,30176229.0,30734191.0,30328567.0,30886851.0,31387797.0,NC,44,381,1227,2812,5042,0,26,65,114,142,5254.0,4.2,978.0,147.0,In-class,City,0.01849011683998024,-0.013197809566550816,0.018407859494317683,0.01621874628786211,0.009979728263902305,0.05082110582061996,-0.004554281486961346,0.028077753779697626,0.036301617421162016,0.027661548883629563,Private-4
Private,VT,Hybrid,811.0,234,42.920307799999996,-73.23593609999998,Bennington College,"One College Drive, Bennington, Vermont 05201-6003",Distant,Yes,26139027.0,38159.0,2281911.0,6184.0,729,97,121,4,5201,Bennington,Bennington,0.0,0.0,0,0,0,0,52957.5,72100.0,0.583603548486,0.362496176201,47187.0,49010.0,49731.0,51601.0,54458.0,1470396.0,1467579.0,1484291.0,1485393.0,1523183.0,VT,17,44,63,72,83,0,1,1,1,1,84.0,5.9,237.0,19.0,In-class,Town,-0.001915810434740029,0.0113874619356096,0.0007424420144028361,0.02544107855631473,0.008913793017896783,0.03863352194460338,0.014711283411548662,0.037602300376022996,0.055367144047595976,0.036578562444942765,Private-4
Private,MA,Hybrid,5800.0,1623,42.36568270000001,-71.2585395,Brandeis University,"415 South St, Waltham, Massachusetts 02454-9110",Small,Yes,79136638.0,36536.0,8674696.0,6122.0,3688,2137,747,4,2454,Waltham,Middlesex,0.0,0.0,0,0,0,0,54515.75,72178.25,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,In-class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Public,MA,Online,5565.0,1623,42.2983843,-71.43662309999998,Framingham State University,"100 State Street, Framingham, Massachusetts 01701-9101",Small,Yes,14130984.0,6388.0,15922237.0,6534.0,3857,1599,325,4,1701,Framingham,Middlesex,16445.0,10365.0,1680,7050,10130,10130,0.0,26773.5,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,Not In-Class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Public-4
Private,MA,Online,31566.0,1623,42.3770029,-71.11666009999998,Harvard University,"Massachusetts Hall, Cambridge, Massachusetts 02138",Midsize,Yes,215407950.0,49372.0,932558.0,5978.0,10063,21592,4994,4,2138,Cambridge,Middlesex,0.0,0.0,0,0,0,0,49592.0,71674.0,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,Not In-Class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Private,MA,TBD,4838.0,1623,42.38017929999999,-71.11736359999998,Lesley University,"29 Everett St, Cambridge, Massachusetts 02138-2790",Midsize,Yes,21123856.0,11638.0,10243233.0,7006.0,2128,2382,571,4,2138,Cambridge,Middlesex,0.0,0.0,0,0,0,0,27350.0,48060.0,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,Not In-Class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Private,MA,TBD,244.0,1623,42.37855220000001,-71.1234067,Longy School of Music of Bard College,"27 Garden Street, Cambridge, Massachusetts 02138",Midsize,No,737919.0,22361.0,57398.0,7175.0,37,218,151,4,2138,Cambridge,Middlesex,0.0,0.0,0,0,0,0,41793.75,56183.75,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,Not In-Class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Private,MA,Online,11574.0,1623,42.360091,-71.09416,Massachusetts Institute of Technology,"77 Massachusetts Avenue, Cambridge, Massachusetts 02139-4307",Midsize,Yes,139965056.0,46952.0,2616806.0,6057.0,4530,6990,6579,4,2139,Cambridge,Middlesex,0.0,0.0,0,0,0,0,50991.5,69077.0,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,Not In-Class,City,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Private,MA,Hybrid,11586.0,1623,42.408537100000004,-71.11827290000002,Tufts University,", Medford, Massachusetts 02155-5555",Large,Yes,99626208.0,42924.0,5962802.0,4924.0,5907,5971,1943,4,2155,Medford,Middlesex,0.0,0.0,0,0,0,0,55427.0,72122.5,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,In-class,Suburb,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Private-4
Public,MA,In-person,18242.0,1623,42.65525870000001,-71.32471640000001,University of Massachusetts -Lowell,"1 University Ave, Lowell, Massachusetts 01854-5104",Large,Yes,75677281.0,9086.0,52227020.0,6810.0,14170,4182,1185,4,1854,Lowell,Middlesex,32285.25,14983.75,14590,26370,570,570,0.0,30201.0,0.663227499782,0.2817054306,70498.0,75122.0,76452.0,79583.0,83795.0,138040096.0,144056910.0,146813885.0,150948251.0,157384459.0,MA,1141,14208,21124,23962,25617,9,845,1596,1851,1974,26156.0,21.8,1623.0,1998.0,In-class,Suburb,0.043587437087844384,0.01913809618712493,0.028160592576104093,0.0426385066230413,0.03338115811852868,0.0655905132060484,0.017704533958094834,0.04095380107780045,0.0529258761293241,0.04429368109281695,Public-4
Private,KY,Online,1673.0,427,37.5723367,-84.2907285,Berea College,"101 Chestnut Street, Berea, Kentucky 40404-2182",Distant,Yes,83598008.0,49969.0,651018.0,1932.0,1688,0,174,4,40404,Berea,Madison,0.0,0.0,0,0,0,0,33895.0,43804.0,0.316013719921,0.627873948229,32882.0,33575.0,34014.0,34654.0,35397.0,2571748.0,2575607.0,2581961.0,2583441.0,2634589.0,KY,7,29,55,125,344,0,1,1,1,1,444.0,1.3,477.0,19.0,Not In-Class,Town,0.0015005358223278485,0.002466991276231195,0.0005732077285443117,0.019798400660204742,0.006084783871827025,0.02107536037953896,0.013075204765450484,0.018815781736931853,0.021440526346164945,0.01860171830702156,Private-4
Public,KY,In-person,15815.0,427,37.7353214,-84.298672,Eastern Kentucky University,"521 Lancaster Ave, Richmond, Kentucky 40475-3102",Distant,Yes,82091006.0,7539.0,44818320.0,6629.0,12662,2318,1040,4,40475,Richmond,Madison,18955.5,9444.0,9900,13950,550,550,0.0,23121.5,0.316013719921,0.627873948229,32882.0,33575.0,34014.0,34654.0,35397.0,2571748.0,2575607.0,2581961.0,2583441.0,2634589.0,KY,7,29,55,125,344,0,1,1,1,1,444.0,1.3,477.0,19.0,In-class,Town,0.0015005358223278485,0.002466991276231195,0.0005732077285443117,0.019798400660204742,0.006084783871827025,0.02107536037953896,0.013075204765450484,0.018815781736931853,0.021440526346164945,0.01860171830702156,Public-4
Public,NJ,TBD,13352.0,2207,40.95087520000001,-74.08818240000002,Bergen Community College,"400 Paramus Rd, Paramus, New Jersey 07652-1595",Large,No,23304862.0,4792.0,13052534.0,5493.0,12968,0,920,2,7652,Paramus,Bergen,8440.25,8089.75,0,0,0,0,0.0,22690.25,0.5449741512899999,0.425090828591,74452.0,77666.0,79145.0,81483.0,85951.0,64882829.0,64989040.0,64865064.0,64494856.0,66148892.0,NJ,2482,15610,18211,19686,20667,41,1136,1573,1989,2040,20552.0,11.3,2205.0,2041.0,Not In-Class,Suburb,0.0016369662303103336,-0.001907644735173808,-0.005707355811750991,0.02564601431159099,0.004916994998744132,0.04316875302208134,0.019043081914866217,0.029540716406595488,0.05483352355706098,0.036646518725151005,Public-2
Private,NJ,Hybrid,2004.0,2207,40.8305514,-74.1116291,Felician University,"262 S Main St, Lodi, New Jersey 07644",Large,Yes,37187708.0,25367.0,8658795.0,7484.0,1852,410,236,4,7644,Lodi,Bergen,0.0,0.0,0,0,0,0,33990.0,51202.5,0.5449741512899999,0.425090828591,74452.0,77666.0,79145.0,81483.0,85951.0,64882829.0,64989040.0,64865064.0,64494856.0,66148892.0,NJ,2482,15610,18211,19686,20667,41,1136,1573,1989,2040,20552.0,11.3,2205.0,2041.0,In-class,Suburb,0.0016369662303103336,-0.001907644735173808,-0.005707355811750991,0.02564601431159099,0.004916994998744132,0.04316875302208134,0.019043081914866217,0.029540716406595488,0.05483352355706098,0.036646518725151005,Private-4
Public,NJ,TBD,6174.0,2207,41.0819323,-74.1758157,Ramapo College of New Jersey,"505 Ramapo Valley Rd, Mahwah, New Jersey 07430-1680",Large,Yes,25428017.0,10179.0,21033932.0,6705.0,5574,568,487,4,7430,Mahwah,Bergen,23507.0,14250.5,0,0,0,0,0.0,31323.5,0.5449741512899999,0.425090828591,74452.0,77666.0,79145.0,81483.0,85951.0,64882829.0,64989040.0,64865064.0,64494856.0,66148892.0,NJ,2482,15610,18211,19686,20667,41,1136,1573,1989,2040,20552.0,11.3,2205.0,2041.0,Not In-Class,Suburb,0.0016369662303103336,-0.001907644735173808,-0.005707355811750991,0.02564601431159099,0.004916994998744132,0.04316875302208134,0.019043081914866217,0.029540716406595488,0.05483352355706098,0.036646518725151005,Public-4
Public,CA,Online,6053.0,701,37.869952500000004,-122.2696176,Berkeley City College,"2050 Center Sreet, Berkeley, California 94704",Midsize,No,7021252.0,2536.0,591586.0,6361.0,5644,0,220,2,94704,Berkeley,Alameda,7344.25,1224.25,0,0,0,0,0.0,22326.5,0.7931424750689999,0.148711258246,59085.0,63888.0,67567.0,71560.0,76644.0,106223633.0,114592329.0,119447773.0,125803266.0,130701879.0,CA,304,1624,3310,5985,11198,7,63,103,135,182,12468.0,2.3,746.0,193.0,Not In-Class,City,0.07878374862211689,0.04237145751702106,0.05320729587817431,0.038938679064182635,0.05332529527037372,0.0812896674282813,0.05758514901076885,0.05909689641392987,0.07104527669088878,0.06725424738596719,Public-2
Private,CA,TBD,54.0,701,37.87127279999999,-122.2687187,California Jazz Conservatory,"2087 Addison Street, Berkeley, California 94704-1268",Midsize,No,106028.0,4241.0,75703.0,4731.0,47,0,39,4,94704,Berkeley,Alameda,0.0,0.0,0,0,0,0,18675.0,38529.0,0.7931424750689999,0.148711258246,59085.0,63888.0,67567.0,71560.0,76644.0,106223633.0,114592329.0,119447773.0,125803266.0,130701879.0,CA,304,1624,3310,5985,11198,7,63,103,135,182,12468.0,2.3,746.0,193.0,Not In-Class,City,0.07878374862211689,0.04237145751702106,0.05320729587817431,0.038938679064182635,0.05332529527037372,0.0812896674282813,0.05758514901076885,0.05909689641392987,0.07104527669088878,0.06725424738596719,Private-4
Public,CA,Online,15628.0,701,37.657145899999996,-122.0574872,California State University-East Bay,"25800 Carlos Bee Blvd, Hayward, California 94542",Large,Yes,75229948.0,8738.0,29055599.0,6806.0,13202,2862,844,4,94542,Hayward,Alameda,18545.25,6845.25,7176,16680,1258,1258,0.0,25580.75,0.7931424750689999,0.148711258246,59085.0,63888.0,67567.0,71560.0,76644.0,106223633.0,114592329.0,119447773.0,125803266.0,130701879.0,CA,304,1624,3310,5985,11198,7,63,103,135,182,12468.0,2.3,746.0,193.0,Not In-Class,Suburb,0.07878374862211689,0.04237145751702106,0.05320729587817431,0.038938679064182635,0.05332529527037372,0.0812896674282813,0.05758514901076885,0.05909689641392987,0.07104527669088878,0.06725424738596719,Public-4
Public,CA,Online,13833.0,701,37.64272310000001,-122.1062344,Chabot College,"25555 Hesperian Blvd, Hayward, California 94545",Large,No,17136235.0,2775.0,850489.0,6750.0,13522,0,507,2,94545,Hayward,Alameda,7410.5,1140.5,0,0,0,0,0.0,21165.5,0.7931424750689999,0.148711258246,59085.0,63888.0,67567.0,71560.0,76644.0,106223633.0,114592329.0,119447773.0,125803266.0,130701879.0,CA,304,1624,3310,5985,11198,7,63,103,135,182,12468.0,2.3,746.0,193.0,Not In-Class,Suburb,0.07878374862211689,0.04237145751702106,0.05320729587817431,0.038938679064182635,0.05332529527037372,0.0812896674282813,0.05758514901076885,0.05909689641392987,0.07104527669088878,0.06725424738596719,Public-2
