Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Federal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Percent_of_State_Cases,Cases_per_100000,Total_Deaths,Plan_type,Campus_Location,pct_change_2014_2015_gdp,pct_change_2015_2016_gdp,pct_change_2016_2017_gdp,pct_change_2017_2018_gdp,pct_change_gdp_avg,pct_change_2014_2015_income,pct_change_2015_2016_income,pct_change_2016_2017_income,pct_change_2017_2018_income,pct_change_income_avg,control_year
Public,FL,Online,6820.0,1485,29.163342,-82.17344,College of Central Florida,"3001 SW College Rd, Ocala, Florida 34474",Small,No,27834688.0,6686.0,9379831.0,5855.0,6605,0,327,4,34474,Ocala,Marion,10223.75,2605.0,0,0,0,0,0.0,13373.5,0.355090695475,0.617302346907,32613.0,33582.0,34506.0,35719.0,36997.0,7974703.0,8259823.0,8846178.0,8922757.0,9237866.0,FL,23,175,244,672,4682,0,4,7,10,56,5707.0,1.1,1561.0,83.0,Not In-Class,City,0.03575305563103729,0.07098880932436445,0.008656732885094557,0.03531520582707789,0.03767845091689355,0.02971207800570325,0.02751474003930677,0.035153306671303536,0.035779277135418126,0.032039850462932916,Public-4
Public,GA,TBD,3546.0,2752,31.183264899999998,-81.48678120000002,College of Coastal Georgia,"One College Drive, Brunswick, Georgia 31520-3644",Small,Yes,11809194.0,4631.0,6309375.0,5189.0,3535,0,169,4,31520,Brunswick,Glynn,11833.25,4236.5,0,0,0,0,0.0,21098.5,0.344819482389,0.6310625422280001,39401.0,41444.0,41914.0,43642.0,46073.0,3236307.0,3348247.0,3342742.0,3401864.0,3524216.0,GA,17,55,115,788,2236,0,1,1,6,26,2422.0,1.2,2840.0,42.0,Not In-Class,City,0.03458880755132316,-0.0016441439356176528,0.01768667758385182,0.035966164432205405,0.021649376407940683,0.05185147585086673,0.011340604188784869,0.04122727489621606,0.05570322166720132,0.040030644150767236,Public-4
Private,IL,Hybrid,1512.0,1703,42.250702399999994,-87.8282225,Lake Forest College,"555 N Sheridan Road, Lake Forest, Illinois 60045-2399",Large,Yes,47572340.0,33082.0,7760484.0,7113.0,1538,24,182,4,60045,Lake Forest,Lake,0.0,0.0,0,0,0,0,46288.0,59876.25,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376.0,6.6,1777.0,444.0,In-class,Suburb,0.059430944988230386,0.008557848043036515,0.01579886649690122,0.023890988816427983,0.026919662086149033,0.05676036305517676,0.009185514083529902,0.019221250618709784,0.0597463914744368,0.03622837980796331,Private-4
Private,IL,In-person,1775.0,1703,42.1979075,-87.88103269999998,Trinity International University,"2065 Half Day Rd, Deerfield, Illinois 60015-1283",Large,Yes,12487333.0,20272.0,3632381.0,6906.0,722,1000,197,4,60015,Deerfield,Lake,0.0,0.0,0,0,0,0,31574.5,45607.0,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376.0,6.6,1777.0,444.0,In-class,Suburb,0.059430944988230386,0.008557848043036515,0.01579886649690122,0.023890988816427983,0.026919662086149033,0.05676036305517676,0.009185514083529902,0.019221250618709784,0.0597463914744368,0.03622837980796331,Private-4
Public,NJ,Online,10894.0,2143,40.5048319,-74.36674790000002,Middlesex County College,"2600 Woodbridge Avenue, Edison, New Jersey 08818-3050",Large,No,21126031.0,4735.0,3463149.0,4905.0,11142,0,686,2,8818,Edison,Middlesex,6984.0,6984.0,0,0,0,0,0.0,21949.0,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735.0,9.7,2150.0,1403.0,Not In-Class,Suburb,0.024842142301260847,0.022461936319795574,0.003973979648058414,0.02877915236944952,0.02001430265964109,0.0188305069039014,0.028287642575176,0.029119343311042708,0.04973182974626968,0.03149233063409745,Public-2
Public,NJ,Online,50254.0,2143,40.500818599999995,-74.44739910000001,Rutgers University -New Brunswick,"83 Somerset St, New Brunswick, New Jersey 08901-1281",Small,Yes,230659775.0,12941.0,153302486.0,9017.0,36158,14015,6795,4,8901,New Brunswick,Middlesex,31018.25,14847.75,17736,30144,2247,2247,0.0,32118.0,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735.0,9.7,2150.0,1403.0,Not In-Class,City,0.024842142301260847,0.022461936319795574,0.003973979648058414,0.02877915236944952,0.02001430265964109,0.0188305069039014,0.028287642575176,0.029119343311042708,0.04973182974626968,0.03149233063409745,Public-4
Private,MN,In-person,1782.0,1796,45.5796783,-94.3944417,College of Saint Benedict,"37 S. College Ave., Saint Joseph, Minnesota 56374",Midsize,Yes,52757437.0,29908.0,7720468.0,6461.0,1748,0,169,4,56374,Saint Joseph,Stearns,0.0,0.0,0,0,0,0,44433.25,57795.5,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864.0,4.9,1778.0,20.0,In-class,Suburb,0.007066019488613101,0.02330081954295348,0.026086426256393225,0.008156098587356947,0.016152340968829188,0.023101452698712648,0.0021933368734560065,0.043079616660523415,0.042360528291885684,0.02768373363114444,Private-4
Private,MN,Hybrid,1777.0,1796,45.5796783,-94.3944417,Saint John's University ,"2850 Abbey Plaza, Collegeville, Minnesota 56321",Fringe,Yes,47973583.0,29057.0,6759165.0,6474.0,1629,98,165,4,56321,Collegeville,Stearns,0.0,0.0,0,0,0,0,44156.0,57044.25,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864.0,4.9,1778.0,20.0,In-class,Rural,0.007066019488613101,0.02330081954295348,0.026086426256393225,0.008156098587356947,0.016152340968829188,0.023101452698712648,0.0021933368734560065,0.043079616660523415,0.042360528291885684,0.02768373363114444,Private-4
Public,MN,Online,13928.0,1796,45.55118640000001,-94.1515137,St Cloud State University,"720 Fourth Ave. South, Saint Cloud, Minnesota 56301-4498",Small,Yes,34851679.0,5802.0,31984725.0,6600.0,11346,1703,612,4,56301,Saint Cloud,Stearns,16434.25,8264.75,7460,11334,1112,1112,0.0,20768.25,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864.0,4.9,1778.0,20.0,Not In-Class,City,0.007066019488613101,0.02330081954295348,0.026086426256393225,0.008156098587356947,0.016152340968829188,0.023101452698712648,0.0021933368734560065,0.043079616660523415,0.042360528291885684,0.02768373363114444,Public-4
Private,NJ,Hybrid,1186.0,1448,40.781949,-74.43674240000001,College of Saint Elizabeth,"2 Convent Road, Morristown, New Jersey 07960",Large,Yes,15333479.0,26807.0,3203318.0,6551.0,834,453,203,4,7960,Morristown,Morris,0.0,0.0,0,0,0,0,33308.75,52256.25,0.459867067447,0.503825628496,84260.0,88219.0,90853.0,93555.0,98842.0,49013799.0,50235247.0,51655588.0,51699014.0,52564871.0,NJ,720,5287,6383,6884,7260,13,413,613,798,828,7167.0,3.9,1457.0,830.0,In-class,Suburb,0.02492049228830436,0.02827379349801943,0.0008406834900417745,0.016748037012852896,0.017695751572304616,0.04698552100640874,0.02985751368752763,0.029740349795824024,0.05651221206776761,0.040773899139382015,Private-4
Public,NJ,TBD,7556.0,1448,40.8598036,-74.5780266,County College of Morris,"214 Center Grove Rd, Randolph, New Jersey 07869-2086",Large,No,8879220.0,4287.0,4983438.0,4195.0,7488,0,473,2,7869,Randolph,Morris,12062.5,8755.0,0,0,0,0,0.0,21877.5,0.459867067447,0.503825628496,84260.0,88219.0,90853.0,93555.0,98842.0,49013799.0,50235247.0,51655588.0,51699014.0,52564871.0,NJ,720,5287,6383,6884,7260,13,413,613,798,828,7167.0,3.9,1457.0,830.0,Not In-Class,Suburb,0.02492049228830436,0.02827379349801943,0.0008406834900417745,0.016748037012852896,0.017695751572304616,0.04698552100640874,0.02985751368752763,0.029740349795824024,0.05651221206776761,0.040773899139382015,Public-2
Private,NJ,Online,2263.0,1448,40.7607334,-74.42735920000001,Drew University,"36 Madison Ave, Madison, New Jersey 07940",Large,Yes,40242018.0,27507.0,6168535.0,6590.0,1712,607,244,4,7940,Madison,Morris,0.0,0.0,0,0,0,0,44570.0,61800.0,0.459867067447,0.503825628496,84260.0,88219.0,90853.0,93555.0,98842.0,49013799.0,50235247.0,51655588.0,51699014.0,52564871.0,NJ,720,5287,6383,6884,7260,13,413,613,798,828,7167.0,3.9,1457.0,830.0,Not In-Class,Suburb,0.02492049228830436,0.02827379349801943,0.0008406834900417745,0.016748037012852896,0.017695751572304616,0.04698552100640874,0.02985751368752763,0.029740349795824024,0.05651221206776761,0.040773899139382015,Private-4
Private,MN,Online,4043.0,213,44.020789799999996,-92.464695,College of Saint Scholastica,"1200 Kenwood Ave, Duluth, Minnesota 55811-4199",Small,Yes,43249605.0,21067.0,11163542.0,7188.0,2481,1425,441,4,55811,Duluth,St. Louis,0.0,0.0,0,0,0,0,36758.0,49779.0,0.519225238181,0.40114147043000004,42279.0,43402.0,43416.0,44863.0,47417.0,10204181.0,9144278.0,9851128.0,10050099.0,10625233.0,MN,12,71,118,161,366,0,11,14,14,18,486.0,0.8,244.0,19.0,Not In-Class,City,-0.10386948251897923,0.07729970589258113,0.02019778851721346,0.057226699955890976,0.012713677961676585,0.02656164999172166,0.00032256578037878435,0.03332872673668694,0.05692887234469385,0.029285453713370307,Private-4
Public,MN,Online,1118.0,213,47.422326,-92.921915,Hibbing Community College,"1515 East 25th Street, Hibbing, Minnesota 55746",Remote,Yes,3449718.0,4942.0,2788179.0,6128.0,1034,0,65,2,55746,Hibbing,St. Louis,6521.0,5333.5,0,0,0,0,0.0,16758.5,0.519225238181,0.40114147043000004,42279.0,43402.0,43416.0,44863.0,47417.0,10204181.0,9144278.0,9851128.0,10050099.0,10625233.0,MN,12,71,118,161,366,0,11,14,14,18,486.0,0.8,244.0,19.0,Not In-Class,Town,-0.10386948251897923,0.07729970589258113,0.02019778851721346,0.057226699955890976,0.012713677961676585,0.02656164999172166,0.00032256578037878435,0.03332872673668694,0.05692887234469385,0.029285453713370307,Public-2
Public,MN,Hybrid,11024.0,213,46.81877539999999,-92.0843306,University of Minnesota -Duluth,"515 Darland Administration Bldg, Duluth, Minnesota 55812",Small,Yes,47291078.0,7533.0,32693236.0,6095.0,9847,1011,655,4,55812,Duluth,St. Louis,18327.75,13382.25,17580,27204,1504,1504,0.0,24678.75,0.519225238181,0.40114147043000004,42279.0,43402.0,43416.0,44863.0,47417.0,10204181.0,9144278.0,9851128.0,10050099.0,10625233.0,MN,12,71,118,161,366,0,11,14,14,18,486.0,0.8,244.0,19.0,In-class,City,-0.10386948251897923,0.07729970589258113,0.02019778851721346,0.057226699955890976,0.012713677961676585,0.02656164999172166,0.00032256578037878435,0.03332872673668694,0.05692887234469385,0.029285453713370307,Public-4
Public,MN,Online,660.0,213,47.9052946,-91.8379661,Vermilion Community College,"1900 East Camp Street, Ely, Minnesota 55731-1918",Remote,Yes,1420194.0,4537.0,1691778.0,5602.0,637,0,32,2,55731,Ely,St. Louis,6535.75,5348.75,0,0,0,0,0.0,18304.75,0.519225238181,0.40114147043000004,42279.0,43402.0,43416.0,44863.0,47417.0,10204181.0,9144278.0,9851128.0,10050099.0,10625233.0,MN,12,71,118,161,366,0,11,14,14,18,486.0,0.8,244.0,19.0,Not In-Class,Town,-0.10386948251897923,0.07729970589258113,0.02019778851721346,0.057226699955890976,0.012713677961676585,0.02656164999172166,0.00032256578037878435,0.03332872673668694,0.05692887234469385,0.029285453713370307,Public-2
Public,ID,Hybrid,6906.0,1441,42.5812797,-114.4745021,College of Southern Idaho,"315 Falls Ave., Twin Falls, Idaho 83301",Remote,Yes,11763047.0,4622.0,2393001.0,3798.0,7288,0,358,4,83301,Twin Falls,Twin Falls,6780.0,4340.0,0,0,0,0,0.0,13758.0,0.214592543818,0.660427052958,35300.0,36861.0,37089.0,38230.0,39623.0,2952398.0,3092119.0,3188155.0,3233364.0,3323275.0,ID,5,181,419,599,1173,0,11,23,26,31,1310.0,5.6,1508.0,32.0,In-class,Town,0.04732458157741605,0.031058313085621868,0.014180301773282666,0.027807262034215758,0.030092614617634083,0.04422096317280453,0.00618539920240905,0.03076383833481625,0.03643735286424274,0.029401888393568144,Public-4
Public,MD,Online,6882.0,1191,38.559478999999996,-77.008945,College of Southern Maryland,"8730 Mitchell Rd, La Plata, Maryland 20646-0910",Fringe,No,9395502.0,4455.0,2557396.0,4789.0,6351,0,127,2,20646,La Plata,Charles,8446.0,6556.0,0,0,0,0,0.0,19277.25,0.635527041943,0.33337472406199997,50620.0,52475.0,53773.0,54857.0,57051.0,5085364.0,4943019.0,5217937.0,5395576.0,5318368.0,MD,33,565,1086,1395,1821,1,44,72,86,90,1961.0,2.1,1201.0,91.0,Not In-Class,Rural,-0.027991113320501738,0.055617427325284415,0.034043914290264515,-0.014309500968941962,0.011840181831526306,0.036645594626629786,0.024735588375416864,0.020158815762557417,0.0399948958200412,0.03038372364616132,Public-2
Public,NV,TBD,34169.0,2015,36.1557917,-115.2325404,College of Southern Nevada,"6375 W. Charleston Blvd., Las Vegas, Nevada 89146-1164",Large,No,49305558.0,3634.0,16012965.0,4032.0,33942,0,1747,4,89146,Las Vegas,Clark,10207.5,3326.0,0,0,0,0,0.0,18422.75,0.523983533245,0.417510102284,40530.0,42771.0,43573.0,45087.0,47090.0,92438237.0,96610558.0,99198167.0,101392420.0,107622947.0,NV,753,3979,6579,15095,40193,15,202,344,416,664,44066.0,86.1,1944.0,702.0,Not In-Class,City,0.04513631085370008,0.02678391527352528,0.022119894614584964,0.06144963301990425,0.03887243844042865,0.05529237601776462,0.01875102288934091,0.03474628783879925,0.04442522234790516,0.038303727273452486,Public-4
Public,NV,Online,4930.0,2015,35.98330869999999,-114.93865420000002,Nevada State College,"1125 Nevada State Drive, Henderson, Nevada 89002",Fringe,No,12017790.0,4987.0,4317199.0,3932.0,5531,53,368,4,89002,Henderson,Clark,17175.75,5378.25,0,0,0,0,0.0,21450.25,0.523983533245,0.417510102284,40530.0,42771.0,43573.0,45087.0,47090.0,92438237.0,96610558.0,99198167.0,101392420.0,107622947.0,NV,753,3979,6579,15095,40193,15,202,344,416,664,44066.0,86.1,1944.0,702.0,Not In-Class,Rural,0.04513631085370008,0.02678391527352528,0.022119894614584964,0.06144963301990425,0.03887243844042865,0.05529237601776462,0.01875102288934091,0.03474628783879925,0.04442522234790516,0.038303727273452486,Public-4
Public,NC,TBD,2557.0,889,36.324982,-76.22022259999999,College of the Albemarle,"1208 N Road St, Elizabeth City, North Carolina 27906-2327",Distant,No,4252909.0,5509.0,0.0,0.0,2587,0,251,2,27906,Elizabeth City,Pasquotank,7296.25,2233.5,0,0,0,0,0.0,17560.5,0.498408394247,0.476420655506,34957.0,36199.0,37108.0,38091.0,39417.0,1362206.0,1400204.0,1397687.0,1412519.0,1414396.0,NC,2,36,105,203,336,0,1,11,15,17,359.0,0.3,901.0,19.0,Not In-Class,Town,0.02789445942830967,-0.0017975952075554703,0.010611817953518921,0.001328831682972052,0.009509378464311291,0.035529364647996116,0.02511119091687616,0.02649024469117172,0.03481137276522013,0.030485543255316033,Public-2
Public,NC,TBD,1677.0,889,36.28106500000001,-76.2139598,Elizabeth City State University,"1704 Weeksville Rd, Elizabeth City, North Carolina 27909",Distant,Yes,11350801.0,8261.0,5811634.0,5760.0,1692,77,111,4,27909,Elizabeth City,Pasquotank,12611.0,4082.25,3375,16437,2260,2260,0.0,14020.5,0.498408394247,0.476420655506,34957.0,36199.0,37108.0,38091.0,39417.0,1362206.0,1400204.0,1397687.0,1412519.0,1414396.0,NC,2,36,105,203,336,0,1,11,15,17,359.0,0.3,901.0,19.0,Not In-Class,Town,0.02789445942830967,-0.0017975952075554703,0.010611817953518921,0.001328831682972052,0.009509378464311291,0.035529364647996116,0.02511119091687616,0.02649024469117172,0.03481137276522013,0.030485543255316033,Public-4
Private,NC,In-person,196.0,889,36.3046,-76.2171,Mid-Atlantic Christian University,"715 N Poindexter St, Elizabeth City, North Carolina 27909-4054",Distant,Yes,1848069.0,9883.0,940645.0,6532.0,198,0,23,4,27909,Elizabeth City,Pasquotank,0.0,0.0,0,0,0,0,14697.5,29747.5,0.498408394247,0.476420655506,34957.0,36199.0,37108.0,38091.0,39417.0,1362206.0,1400204.0,1397687.0,1412519.0,1414396.0,NC,2,36,105,203,336,0,1,11,15,17,359.0,0.3,901.0,19.0,In-class,Town,0.02789445942830967,-0.0017975952075554703,0.010611817953518921,0.001328831682972052,0.009509378464311291,0.035529364647996116,0.02511119091687616,0.02649024469117172,0.03481137276522013,0.030485543255316033,Private-4
Private,ME,Hybrid,337.0,62,44.394424,-68.22256690000002,College of the Atlantic,"105 Eden Street, Bar Harbor, Maine 04609",Remote,Yes,10431649.0,32907.0,1042911.0,6245.0,355,5,26,4,4609,Bar Harbor,Hancock,0.0,0.0,0,0,0,0,43542.0,54956.25,0.5036112935,0.427789763312,44349.0,46898.0,47610.0,48782.0,51259.0,2111945.0,2141685.0,2143713.0,2124723.0,2197937.0,ME,0,10,11,16,27,0,0,1,1,1,35.0,0.9,64.0,19.0,In-class,Town,0.014081806107640113,0.0009469179641263774,-0.008858461930305036,0.034458138778560785,0.01015710023000556,0.057475929558727365,0.015181884088873726,0.024616677168662046,0.050776925915296624,0.03701285418288994,Private-4
Public,ME,Online,997.0,62,44.388588299999995,-68.803489,Maine Maritime Academy,"1 Pleasant Street, Castine, Maine 04420-0001",Distant,Yes,8153197.0,12008.0,5041585.0,6608.0,992,14,120,4,4420,Castine,Hancock,26926.0,13406.5,0,0,0,0,0.0,27548.0,0.5036112935,0.427789763312,44349.0,46898.0,47610.0,48782.0,51259.0,2111945.0,2141685.0,2143713.0,2124723.0,2197937.0,ME,0,10,11,16,27,0,0,1,1,1,35.0,0.9,64.0,19.0,Not In-Class,Rural,0.014081806107640113,0.0009469179641263774,-0.008858461930305036,0.034458138778560785,0.01015710023000556,0.057475929558727365,0.015181884088873726,0.024616677168662046,0.050776925915296624,0.03701285418288994,Public-4
Public,TX,Online,4673.0,2666,29.3955473,-94.9998366,College of the Mainland,"1200 Amburn Road, Texas City, Texas 77591-2499",Midsize,No,5539876.0,4064.0,792374.0,4063.0,4687,0,281,2,77591,Texas City,Galveston,3873.0,2973.0,0,0,0,0,0.0,11885.5,0.366977434392,0.593302901753,48054.0,50017.0,48289.0,49618.0,51785.0,12746937.0,13438716.0,13923623.0,13991719.0,14227702.0,TX,92,595,807,3293,8605,0,26,37,40,92,8825.0,2.0,2579.0,103.0,Not In-Class,Suburb,0.05427021409143232,0.03608283708056633,0.004890681110799969,0.016865904754090617,0.028027409259222317,0.040849877221459184,-0.03454825359377812,0.02752179585412827,0.04367366681446249,0.01937427157406796,Public-2
Public,TX,TBD,2429.0,2666,29.284710999999998,-94.807822,Galveston College,"4015 Ave Q, Galveston, Texas 77550-7496",Fringe,Yes,4327163.0,4067.0,1274809.0,6158.0,2306,0,117,4,77550,Galveston,Galveston,4600.0,2650.0,0,0,0,0,0.0,12187.0,0.366977434392,0.593302901753,48054.0,50017.0,48289.0,49618.0,51785.0,12746937.0,13438716.0,13923623.0,13991719.0,14227702.0,TX,92,595,807,3293,8605,0,26,37,40,92,8825.0,2.0,2579.0,103.0,Not In-Class,Town,0.05427021409143232,0.03608283708056633,0.004890681110799969,0.016865904754090617,0.028027409259222317,0.040849877221459184,-0.03454825359377812,0.02752179585412827,0.04367366681446249,0.01937427157406796,Public-4
Public,CA,TBD,4572.0,172,40.698432000000004,-124.19537530000001,College of the Redwoods,"7351 Tompkins Hill Rd, Eureka, California 95501-9300",Fringe,Yes,10071619.0,3387.0,1452483.0,5741.0,4665,0,311,2,95501,Eureka,Humboldt,6838.25,1192.25,0,0,0,0,0.0,13584.5,0.582590082055,0.32355214651,40760.0,43734.0,45205.0,46493.0,48739.0,5240856.0,5528777.0,5765056.0,5954256.0,6118687.0,CA,21,54,101,133,231,0,0,3,4,4,280.0,0.1,207.0,19.0,Not In-Class,Rural,0.05493778115636072,0.042736214537139036,0.03281841494687996,0.027615708830792632,0.039527029867793086,0.07296368989205103,0.033635158000640236,0.02849242340449065,0.04830834749317101,0.045849904697588234,Public-2
Public,CA,Online,7972.0,172,40.87473320000001,-124.07892679999999,Humboldt State University,"1 Harpst Street, Arcata, California 95521-8299",Remote,Yes,48460302.0,9118.0,23290117.0,6358.0,6580,600,519,4,95521,Arcata,Humboldt,19260.25,7560.25,7176,16680,2122,2122,0.0,24706.75,0.582590082055,0.32355214651,40760.0,43734.0,45205.0,46493.0,48739.0,5240856.0,5528777.0,5765056.0,5954256.0,6118687.0,CA,21,54,101,133,231,0,0,3,4,4,280.0,0.1,207.0,19.0,Not In-Class,Town,0.05493778115636072,0.042736214537139036,0.03281841494687996,0.027615708830792632,0.039527029867793086,0.07296368989205103,0.033635158000640236,0.02849242340449065,0.04830834749317101,0.045849904697588234,Public-4
Public,CA,Online,12557.0,2053,36.325102,-119.3149754,College of the Sequoias,"915 S. Mooney Blvd, Visalia, California 93277-2214",Midsize,No,33491017.0,3988.0,688645.0,4531.0,12815,0,522,2,93277,Visalia,Tulare,7500.5,1389.5,0,0,0,0,0.0,19562.5,0.41343540831799996,0.533863446511,37121.0,37366.0,38198.0,39018.0,40420.0,16983835.0,16739950.0,17147139.0,17773212.0,18415098.0,CA,43,640,1852,4156,9241,1,40,84,126,173,10334.0,1.9,2217.0,196.0,Not In-Class,City,-0.014359830980458772,0.02432438567618183,0.03651180526384022,0.03611536282805832,0.0206479306969054,0.006600037714501226,0.02226623133329765,0.02146709251793288,0.035932133886923984,0.021566373863163936,Public-2
Public,CA,Hybrid,1677.0,168,41.4123187,-122.3896101,College of the Siskiyous,"800 College Ave, Weed, California 96094-2899",Remote,Yes,4264841.0,4415.0,1110917.0,6104.0,1761,0,154,2,96094,Weed,Siskiyou,6925.0,1155.0,0,0,0,0,0.0,14819.25,0.358237547893,0.565234926396,38645.0,41561.0,42913.0,43652.0,45065.0,1651714.0,1724683.0,1802970.0,1811500.0,1776081.0,CA,3,5,7,29,71,0,0,0,0,0,92.0,0.0,211.0,0.0,In-class,Town,0.044177745057558386,0.045392109738427285,0.004731082602594608,-0.019552304719845436,0.018687158169683717,0.07545607452451805,0.03253049734125743,0.0172208887749633,0.03236965087510309,0.03939427787896047,Public-2
Public,ID,In-person,10277.0,2251,43.614089899999996,-116.50724950000001,College of Western Idaho,"5500 East Opportunity Drive, Nampa, Idaho 83687",Fringe,No,12794581.0,3904.0,11007907.0,3548.0,10580,0,496,2,83687,Nampa,Canyon,7344.0,4386.0,0,0,0,0,0.0,14134.5,0.23168580832400001,0.6493118724570001,28214.0,29340.0,30254.0,31422.0,32680.0,4566646.0,4667740.0,4908188.0,5173535.0,5367721.0,ID,48,255,303,856,4595,1,7,6,6,34,5453.0,23.3,2372.0,46.0,In-class,Rural,0.0221374724469556,0.05151272350216593,0.05406211009032254,0.037534490440288885,0.04131169911993324,0.0399092649039484,0.03115201090661213,0.03860646526079197,0.040035643816434346,0.03742584622194671,Public-2
Private,ID,In-person,2201.0,2251,43.561437100000006,-116.56654259999999,Northwest Nazarene University,"623 S. University Blvd., Nampa, Idaho 83686-5897",Midsize,Yes,22634357.0,18893.0,5516922.0,6778.0,1423,688,194,4,83686,Nampa,Canyon,0.0,0.0,0,0,0,0,29625.0,40682.5,0.23168580832400001,0.6493118724570001,28214.0,29340.0,30254.0,31422.0,32680.0,4566646.0,4667740.0,4908188.0,5173535.0,5367721.0,ID,48,255,303,856,4595,1,7,6,6,34,5453.0,23.3,2372.0,46.0,In-class,Suburb,0.0221374724469556,0.05151272350216593,0.05406211009032254,0.037534490440288885,0.04131169911993324,0.0399092649039484,0.03115201090661213,0.03860646526079197,0.040035643816434346,0.03742584622194671,Private-4
Private,OH,In-person,2004.0,423,40.8114268,-81.9372838,College of Wooster ,"1189 Beall Avenue, Wooster, Ohio 44691",Distant,Yes,62650072.0,32461.0,6037198.0,6263.0,1942,0,231,4,44691,Wooster,Wayne,0.0,0.0,0,0,0,0,49427.5,62962.5,0.302162718847,0.651328527291,38859.0,39652.0,39960.0,42143.0,44039.0,5042412.0,4786305.0,4879077.0,4971954.0,5065142.0,OH,7,128,272,353,472,0,28,50,52,58,499.0,0.5,431.0,58.0,In-class,Town,-0.05079057403480716,0.019382801555688573,0.01903577254468417,0.018742731730824545,0.001592682949097533,0.02040711289533956,0.007767577927973369,0.05462962962962963,0.04498967800109152,0.03194849961350852,Private-4
Private,CO,Hybrid,2144.0,666,38.847962,-104.82573459999999,Colorado College,"3645 Citadel Drive South, Colorado Springs, Colorado 80909",Large,No,790710.0,6429.0,658067.0,8893.0,89,0,15,4,80909,Colorado Springs,El Paso,0.0,0.0,0,0,0,0,16373.25,33140.5,0.33774694914700004,0.563425510657,43196.0,44661.0,44858.0,46692.0,48467.0,29467826.0,30201637.0,30907788.0,32265733.0,33349174.0,CO,245,934,1717,2374,4477,11,70,88,120,131,4832.0,9.8,671.0,137.0,In-class,City,0.02490210848944201,0.02338121605792428,0.04393536671081088,0.03357868857341626,0.031449344957898355,0.03391517733123437,0.004411007366606211,0.04088456908466717,0.03801507752934122,0.029306457827962238,Private-4
Public,CO,Online,13204.0,666,38.7646231,-104.78620440000002,Pikes Peak Community College,"5675 S Academy Blvd, Colorado Springs, Colorado 80906-5498",Large,No,38743415.0,7130.0,10568141.0,3929.0,13655,0,724,4,80906,Colorado Springs,El Paso,14519.75,3736.25,0,0,0,0,0.0,21851.0,0.33774694914700004,0.563425510657,43196.0,44661.0,44858.0,46692.0,48467.0,29467826.0,30201637.0,30907788.0,32265733.0,33349174.0,CO,245,934,1717,2374,4477,11,70,88,120,131,4832.0,9.8,671.0,137.0,Not In-Class,Suburb,0.02490210848944201,0.02338121605792428,0.04393536671081088,0.03357868857341626,0.031449344957898355,0.03391517733123437,0.004411007366606211,0.04088456908466717,0.03801507752934122,0.029306457827962238,Public-4
