state,county,march_case,april_case,may_case,june_case,july_case,march_death,april_death,may_death,june_death,july_death
KS,Butler,3.0,16.0,34.0,60.0,195.0,0.0,0.0,0.0,0.0,0.0
KS,Chase,,1.0,4.0,4.0,6.0,,0.0,0.0,0.0,0.0
KS,Chautauqua,,4.0,4.0,4.0,5.0,,0.0,0.0,0.0,0.0
KS,Cherokee,2.0,8.0,9.0,30.0,74.0,0.0,0.0,0.0,0.0,1.0
KS,Cheyenne,,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0
KS,Clark,,1.0,33.0,34.0,42.0,,0.0,0.0,0.0,1.0
KS,Clay,1.0,4.0,5.0,6.0,17.0,0.0,1.0,1.0,2.0,2.0
KS,Cloud,,4.0,5.0,18.0,28.0,,0.0,0.0,0.0,0.0
KS,Coffey,10.0,48.0,50.0,53.0,65.0,0.0,8.0,8.0,8.0,8.0
KS,Comanche,,,2.0,2.0,3.0,,,0.0,0.0,0.0
KS,Cowley,,3.0,5.0,70.0,146.0,,1.0,1.0,1.0,2.0
KS,Crawford,5.0,5.0,6.0,256.0,375.0,1.0,1.0,1.0,1.0,1.0
KS,Decatur,,,,,6.0,,,,,0.0
KS,Dickinson,,2.0,3.0,8.0,39.0,,0.0,0.0,0.0,1.0
KS,Doniphan,1.0,3.0,13.0,26.0,41.0,0.0,0.0,0.0,0.0,0.0
KS,Douglas,23.0,50.0,66.0,159.0,635.0,0.0,0.0,0.0,0.0,3.0
KS,Edwards,,3.0,5.0,6.0,9.0,,0.0,0.0,0.0,0.0
KS,Elk,,,,1.0,1.0,,,,0.0,0.0
KS,Ellis,,8.0,10.0,21.0,127.0,,0.0,0.0,0.0,1.0
KS,Ellsworth,,,2.0,3.0,18.0,,,0.0,0.0,0.0
KS,Finney,1.0,317.0,1481.0,1570.0,1716.0,0.0,1.0,8.0,10.0,10.0
KS,Ford,1.0,675.0,1738.0,2006.0,2087.0,0.0,0.0,2.0,10.0,10.0
KS,Franklin,6.0,14.0,34.0,71.0,147.0,0.0,0.0,0.0,0.0,1.0
KS,Geary,,12.0,17.0,57.0,177.0,,0.0,0.0,1.0,1.0
KS,Gove,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
KS,Graham,,,,,16.0,,,,,0.0
KS,Grant,,4.0,18.0,46.0,92.0,,0.0,0.0,1.0,2.0
KS,Gray,,4.0,22.0,26.0,57.0,,0.0,0.0,0.0,0.0
KS,Greeley,,,,,3.0,,,,,0.0
KS,Greenwood,,3.0,8.0,11.0,15.0,,0.0,0.0,0.0,0.0
KS,Hamilton,,2.0,18.0,32.0,40.0,,0.0,0.0,0.0,0.0
KS,Harper,,1.0,2.0,2.0,8.0,,0.0,0.0,0.0,0.0
KS,Harvey,1.0,7.0,15.0,39.0,153.0,0.0,0.0,2.0,2.0,3.0
KS,Haskell,,7.0,21.0,23.0,38.0,,0.0,0.0,0.0,0.0
KS,Hodgeman,,,4.0,9.0,11.0,,,0.0,0.0,0.0
KS,Jackson,1.0,2.0,96.0,112.0,142.0,0.0,0.0,1.0,1.0,1.0
KS,Jefferson,1.0,9.0,22.0,25.0,56.0,0.0,0.0,0.0,0.0,0.0
KS,Jewell,,4.0,4.0,4.0,8.0,,0.0,0.0,0.0,0.0
KS,Johnson,116.0,464.0,829.0,1722.0,4813.0,2.0,40.0,62.0,86.0,98.0
KS,Kearny,,16.0,45.0,48.0,54.0,,0.0,1.0,1.0,1.0
KS,Kingman,,,,,8.0,,,,,0.0
KS,Kiowa,,1.0,2.0,4.0,6.0,,0.0,0.0,0.0,0.0
KS,Labette,,22.0,22.0,57.0,107.0,,0.0,0.0,0.0,0.0
KS,Lane,,,3.0,5.0,5.0,,,0.0,0.0,0.0
KS,Leavenworth,20.0,356.0,1082.0,1162.0,1406.0,0.0,4.0,7.0,7.0,8.0
KS,Lincoln,,,,,6.0,,,,,0.0
KS,Linn,5.0,6.0,10.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0
KS,Logan,,,,1.0,2.0,,,,0.0,0.0
KS,Lyon,9.0,218.0,408.0,497.0,640.0,0.0,1.0,3.0,7.0,11.0
KS,Marion,,5.0,7.0,11.0,50.0,,1.0,1.0,1.0,1.0
KS,Marshall,,,,1.0,9.0,,,,0.0,0.0
KS,McPherson,3.0,22.0,27.0,74.0,131.0,0.0,0.0,0.0,0.0,1.0
KS,Meade,,5.0,29.0,30.0,54.0,,0.0,0.0,0.0,0.0
KS,Miami,1.0,5.0,7.0,31.0,117.0,0.0,0.0,0.0,0.0,0.0
KS,Mitchell,3.0,3.0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0
KS,Montgomery,4.0,17.0,20.0,36.0,145.0,0.0,2.0,2.0,3.0,4.0
KS,Morris,2.0,3.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
KS,Morton,,3.0,5.0,7.0,9.0,,0.0,0.0,2.0,2.0
KS,Nemaha,,1.0,15.0,24.0,44.0,,0.0,0.0,0.0,0.0
KS,Neosho,1.0,3.0,2.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0
KS,Ness,,,1.0,4.0,5.0,,,0.0,0.0,0.0
KS,Norton,,,2.0,4.0,22.0,,,0.0,0.0,0.0
KS,Osage,2.0,5.0,7.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0
KS,Osborne,,2.0,2.0,2.0,3.0,,0.0,0.0,0.0,0.0
KS,Ottawa,1.0,4.0,4.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0
KS,Pawnee,,,,3.0,7.0,,,,0.0,0.0
KS,Phillips,,1.0,2.0,3.0,44.0,,0.0,0.0,0.0,8.0
KS,Pottawatomie,1.0,13.0,27.0,69.0,107.0,0.0,0.0,0.0,0.0,0.0
KS,Pratt,,1.0,2.0,11.0,33.0,,0.0,0.0,0.0,0.0
KS,Reno,7.0,34.0,51.0,74.0,217.0,0.0,0.0,0.0,0.0,1.0
KS,Republic,,4.0,4.0,9.0,26.0,,0.0,0.0,0.0,0.0
KS,Rice,,3.0,4.0,4.0,23.0,,0.0,0.0,0.0,0.0
KS,Riley,2.0,46.0,64.0,233.0,445.0,0.0,0.0,1.0,3.0,5.0
KS,Rooks,,6.0,7.0,8.0,15.0,,0.0,0.0,0.0,0.0
KS,Rush,,,,1.0,5.0,,,,0.0,0.0
KS,Russell,,,,,10.0,,,,,0.0
KS,Saline,1.0,21.0,29.0,110.0,334.0,0.0,2.0,2.0,2.0,5.0
KS,Scott,,1.0,13.0,17.0,26.0,,0.0,0.0,0.0,0.0
KS,Sedgwick,49.0,402.0,580.0,1260.0,3962.0,1.0,9.0,21.0,28.0,39.0
KS,Seward,,500.0,883.0,1011.0,1169.0,,0.0,2.0,2.0,4.0
KS,Shawnee,14.0,117.0,300.0,646.0,1379.0,1.0,5.0,7.0,11.0,19.0
KS,Sheridan,,2.0,2.0,4.0,7.0,,0.0,0.0,0.0,0.0
KS,Sherman,,4.0,7.0,7.0,12.0,,0.0,0.0,0.0,0.0
KS,Smith,,2.0,2.0,3.0,3.0,,0.0,0.0,0.0,0.0
KS,Stafford,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
KS,Stanton,,5.0,9.0,10.0,21.0,,0.0,0.0,0.0,0.0
KS,Stevens,2.0,9.0,31.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0
KS,Sumner,1.0,3.0,8.0,11.0,92.0,0.0,1.0,1.0,1.0,3.0
KS,Thomas,,,,15.0,31.0,,,,0.0,0.0
KS,Trego,,,1.0,1.0,5.0,,,0.0,0.0,0.0
KS,Wabaunsee,,21.0,31.0,35.0,39.0,,0.0,0.0,0.0,0.0
KS,Washington,,,,1.0,2.0,,,,0.0,0.0
KS,Wichita,,,,,3.0,,,,,0.0
KS,Wilson,,1.0,1.0,1.0,8.0,,0.0,0.0,0.0,0.0
KS,Woodson,1.0,5.0,6.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0
KS,Wyandotte,67.0,693.0,1404.0,2325.0,4439.0,4.0,55.0,73.0,82.0,95.0
KY,Adair,,81.0,97.0,120.0,201.0,,10.0,19.0,19.0,19.0
KY,Allen,1.0,13.0,70.0,168.0,215.0,0.0,0.0,3.0,7.0,8.0
KY,Anderson,2.0,8.0,18.0,26.0,67.0,1.0,1.0,1.0,1.0,1.0
KY,Ballard,,9.0,12.0,15.0,30.0,,0.0,0.0,0.0,0.0
KY,Barren,,17.0,45.0,86.0,302.0,,0.0,1.0,2.0,2.0
KY,Bath,,4.0,9.0,15.0,32.0,,1.0,1.0,1.0,1.0
KY,Bell,,,1.0,8.0,262.0,,,0.0,0.0,2.0
KY,Boone,5.0,138.0,458.0,597.0,965.0,0.0,2.0,17.0,23.0,24.0
KY,Bourbon,2.0,8.0,11.0,31.0,67.0,1.0,1.0,1.0,1.0,1.0
KY,Boyd,4.0,33.0,39.0,62.0,164.0,0.0,3.0,3.0,3.0,3.0
KY,Boyle,1.0,18.0,25.0,38.0,125.0,0.0,0.0,0.0,0.0,0.0
KY,Bracken,1.0,7.0,12.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0
KY,Breathitt,2.0,3.0,3.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0
KY,Breckinridge,2.0,9.0,17.0,24.0,48.0,0.0,0.0,2.0,2.0,2.0
KY,Bullitt,5.0,53.0,111.0,150.0,284.0,0.0,2.0,4.0,4.0,4.0
KY,Butler,1.0,116.0,228.0,256.0,290.0,0.0,3.0,13.0,14.0,15.0
KY,Caldwell,,13.0,12.0,15.0,45.0,,0.0,0.0,0.0,0.0
KY,Calloway,3.0,34.0,50.0,81.0,166.0,0.0,1.0,1.0,1.0,2.0
KY,Campbell,5.0,89.0,173.0,259.0,483.0,0.0,9.0,11.0,13.0,13.0
KY,Carlisle,,2.0,5.0,5.0,18.0,,0.0,1.0,1.0,1.0
KY,Carroll,1.0,2.0,12.0,37.0,138.0,0.0,0.0,0.0,0.0,2.0
KY,Carter,,5.0,11.0,23.0,91.0,,0.0,0.0,0.0,1.0
KY,Casey,,1.0,3.0,19.0,174.0,,0.0,0.0,0.0,10.0
KY,Christian,7.0,88.0,111.0,248.0,539.0,0.0,3.0,3.0,4.0,6.0
KY,Clark,7.0,21.0,41.0,98.0,143.0,0.0,0.0,0.0,5.0,7.0
KY,Clay,,1.0,7.0,59.0,141.0,,0.0,0.0,3.0,5.0
KY,Clinton,,3.0,3.0,5.0,26.0,,0.0,0.0,0.0,0.0
KY,Crittenden,,4.0,6.0,9.0,23.0,,1.0,1.0,1.0,1.0
KY,Cumberland,,5.0,5.0,6.0,41.0,,0.0,0.0,0.0,0.0
KY,Daviess,20.0,188.0,317.0,433.0,685.0,0.0,4.0,6.0,8.0,7.0
KY,Edmonson,,26.0,56.0,81.0,92.0,,0.0,9.0,11.0,12.0
KY,Elliott,,,1.0,3.0,7.0,,,0.0,0.0,0.0
KY,Estill,,,,4.0,11.0,,,,0.0,0.0
KY,Fayette,83.0,248.0,714.0,1514.0,3075.0,1.0,9.0,13.0,28.0,45.0
KY,Fleming,,2.0,3.0,20.0,49.0,,0.0,0.0,0.0,0.0
KY,Floyd,1.0,13.0,18.0,29.0,78.0,0.0,0.0,0.0,0.0,1.0
KY,Franklin,3.0,16.0,38.0,135.0,238.0,0.0,0.0,0.0,4.0,5.0
KY,Fulton,,2.0,7.0,23.0,47.0,,0.0,0.0,0.0,1.0
KY,Gallatin,,1.0,36.0,61.0,77.0,,0.0,3.0,7.0,8.0
KY,Garrard,,2.0,5.0,23.0,67.0,,0.0,0.0,0.0,0.0
KY,Grant,1.0,21.0,44.0,57.0,91.0,0.0,3.0,4.0,4.0,5.0
KY,Graves,,131.0,165.0,206.0,471.0,,13.0,19.0,21.0,22.0
KY,Grayson,2.0,65.0,124.0,138.0,171.0,0.0,5.0,8.0,10.0,11.0
KY,Green,,1.0,1.0,4.0,34.0,,0.0,0.0,1.0,2.0
KY,Greenup,,11.0,14.0,28.0,80.0,,0.0,0.0,0.0,1.0
KY,Hancock,,6.0,8.0,18.0,43.0,,0.0,0.0,0.0,0.0
KY,Hardin,5.0,40.0,102.0,161.0,495.0,0.0,0.0,2.0,6.0,8.0
KY,Harlan,,,1.0,23.0,178.0,,,0.0,2.0,3.0
KY,Harrison,11.0,17.0,19.0,70.0,113.0,0.0,0.0,0.0,0.0,0.0
KY,Hart,,5.0,26.0,47.0,93.0,,0.0,0.0,0.0,0.0
KY,Henderson,5.0,63.0,116.0,165.0,310.0,0.0,1.0,4.0,4.0,4.0
KY,Henry,,6.0,22.0,33.0,87.0,,0.0,0.0,2.0,2.0
KY,Hickman,,1.0,5.0,5.0,24.0,,0.0,0.0,0.0,0.0
KY,Hopkins,11.0,197.0,222.0,255.0,391.0,1.0,23.0,31.0,34.0,35.0
KY,Jackson,,59.0,61.0,108.0,137.0,,7.0,13.0,13.0,14.0
KY,Jefferson,125.0,1307.0,2555.0,3901.0,6687.0,4.0,91.0,161.0,205.0,246.0
KY,Jessamine,11.0,41.0,62.0,106.0,258.0,0.0,0.0,0.0,0.0,0.0
KY,Johnson,,3.0,5.0,10.0,29.0,,0.0,0.0,0.0,0.0
KY,Kenton,20.0,276.0,585.0,794.0,1252.0,2.0,20.0,33.0,37.0,38.0
KY,Knott,,4.0,4.0,7.0,34.0,,0.0,0.0,0.0,1.0
KY,Knox,,6.0,8.0,66.0,188.0,,0.0,0.0,0.0,8.0
KY,Larue,1.0,5.0,8.0,17.0,58.0,0.0,0.0,0.0,1.0,1.0
KY,Laurel,1.0,17.0,21.0,102.0,361.0,0.0,2.0,2.0,3.0,4.0
KY,Lawrence,,1.0,2.0,8.0,32.0,,0.0,0.0,0.0,0.0
KY,Lee,,,1.0,1.0,3.0,,,0.0,0.0,0.0
KY,Leslie,,4.0,6.0,8.0,23.0,,0.0,0.0,0.0,0.0
KY,Letcher,,2.0,5.0,14.0,45.0,,0.0,0.0,0.0,0.0
KY,Lewis,1.0,3.0,8.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0
KY,Lincoln,,5.0,8.0,28.0,92.0,,1.0,1.0,1.0,1.0
KY,Livingston,,4.0,9.0,10.0,32.0,,0.0,0.0,0.0,1.0
KY,Logan,2.0,10.0,145.0,224.0,301.0,0.0,0.0,4.0,14.0,22.0
KY,Lyon,1.0,13.0,15.0,20.0,29.0,0.0,3.0,3.0,3.0,4.0
KY,Madison,7.0,29.0,55.0,125.0,344.0,0.0,1.0,1.0,1.0,1.0
KY,Magoffin,,,2.0,5.0,16.0,,,0.0,0.0,0.0
KY,Marion,1.0,16.0,21.0,51.0,97.0,0.0,0.0,0.0,0.0,0.0
KY,Marshall,1.0,34.0,38.0,58.0,115.0,0.0,0.0,2.0,2.0,2.0
KY,Martin,1.0,3.0,3.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0
KY,Mason,1.0,6.0,9.0,31.0,48.0,0.0,0.0,0.0,0.0,1.0
KY,McCracken,5.0,55.0,95.0,166.0,313.0,0.0,2.0,2.0,3.0,4.0
KY,McCreary,1.0,11.0,13.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0
KY,McLean,,14.0,23.0,25.0,40.0,,0.0,0.0,0.0,0.0
KY,Meade,,12.0,22.0,26.0,89.0,,1.0,2.0,2.0,2.0
KY,Menifee,2.0,3.0,10.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0
KY,Mercer,2.0,11.0,13.0,23.0,51.0,0.0,0.0,0.0,0.0,0.0
KY,Metcalfe,,1.0,6.0,9.0,43.0,,0.0,1.0,2.0,2.0
KY,Monroe,,5.0,17.0,35.0,86.0,,0.0,0.0,1.0,2.0
KY,Montgomery,2.0,11.0,24.0,58.0,104.0,0.0,0.0,0.0,0.0,0.0
KY,Morgan,,1.0,1.0,8.0,28.0,,0.0,0.0,0.0,0.0
KY,Muhlenberg,2.0,123.0,485.0,523.0,625.0,0.0,4.0,7.0,8.0,9.0
KY,Nelson,3.0,22.0,41.0,74.0,181.0,0.0,0.0,1.0,1.0,2.0
KY,Nicholas,1.0,1.0,3.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0
KY,Ohio,,41.0,168.0,204.0,348.0,,0.0,0.0,0.0,6.0
KY,Oldham,3.0,29.0,83.0,130.0,530.0,0.0,0.0,5.0,6.0,10.0
KY,Owen,,1.0,2.0,6.0,42.0,,0.0,0.0,0.0,0.0
KY,Owsley,,2.0,2.0,2.0,9.0,,0.0,0.0,0.0,0.0
KY,Pendleton,,6.0,9.0,17.0,33.0,,0.0,0.0,0.0,0.0
KY,Perry,,12.0,19.0,59.0,170.0,,0.0,0.0,1.0,2.0
KY,Pike,,11.0,29.0,84.0,211.0,,2.0,2.0,2.0,3.0
KY,Powell,,1.0,1.0,6.0,41.0,,0.0,0.0,0.0,0.0
KY,Pulaski,7.0,43.0,58.0,94.0,265.0,0.0,2.0,2.0,2.0,2.0
KY,Robertson,,,,,3.0,,,,,0.0
KY,Rockcastle,,11.0,13.0,21.0,56.0,,0.0,0.0,0.0,0.0
KY,Rowan,,2.0,7.0,22.0,67.0,,0.0,0.0,0.0,0.0
KY,Russell,,16.0,24.0,46.0,101.0,,3.0,4.0,4.0,5.0
KY,Scott,6.0,29.0,35.0,87.0,298.0,0.0,0.0,0.0,0.0,0.0
KY,Shelby,1.0,30.0,164.0,456.0,688.0,0.0,3.0,4.0,11.0,22.0
KY,Simpson,2.0,27.0,52.0,77.0,136.0,1.0,2.0,3.0,3.0,6.0
KY,Spencer,1.0,13.0,22.0,36.0,87.0,0.0,0.0,0.0,0.0,0.0
KY,Taylor,2.0,8.0,11.0,43.0,104.0,0.0,0.0,1.0,1.0,1.0
KY,Todd,,12.0,17.0,25.0,31.0,,0.0,0.0,0.0,0.0
KY,Trigg,,9.0,10.0,26.0,48.0,,0.0,0.0,0.0,0.0
KY,Trimble,,3.0,6.0,7.0,32.0,,0.0,0.0,0.0,0.0
KY,Union,1.0,8.0,11.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0
KY,Unknown,55.0,31.0,,,,0.0,0.0,,,
KY,Warren,11.0,332.0,1007.0,1533.0,2327.0,0.0,1.0,6.0,14.0,22.0
KY,Washington,2.0,5.0,6.0,23.0,54.0,0.0,0.0,0.0,0.0,0.0
KY,Wayne,1.0,9.0,8.0,15.0,54.0,0.0,0.0,0.0,0.0,0.0
KY,Webster,1.0,23.0,34.0,41.0,78.0,0.0,0.0,0.0,0.0,1.0
KY,Whitley,,11.0,13.0,28.0,112.0,,0.0,0.0,0.0,1.0
KY,Wolfe,,,1.0,2.0,9.0,,,0.0,0.0,0.0
KY,Woodford,5.0,18.0,27.0,71.0,127.0,0.0,0.0,0.0,0.0,0.0
LA,Acadia,11.0,130.0,412.0,878.0,2299.0,1.0,10.0,23.0,36.0,71.0
LA,Allen,11.0,90.0,184.0,304.0,1029.0,1.0,9.0,10.0,10.0,19.0
LA,Ascension,153.0,593.0,817.0,1171.0,2444.0,5.0,40.0,56.0,58.0,67.0
LA,Assumption,17.0,182.0,251.0,352.0,531.0,0.0,6.0,14.0,14.0,19.0
LA,Avoyelles,14.0,71.0,125.0,319.0,895.0,0.0,7.0,9.0,13.0,26.0
LA,Beauregard,5.0,39.0,66.0,201.0,697.0,0.0,3.0,4.0,8.0,13.0
LA,Bienville,5.0,77.0,144.0,227.0,348.0,1.0,13.0,23.0,26.0,29.0
LA,Bossier,57.0,286.0,412.0,875.0,2017.0,0.0,17.0,26.0,30.0,66.0
LA,Caddo,222.0,1540.0,2525.0,3309.0,6007.0,5.0,107.0,188.0,235.0,276.0
LA,Calcasieu,42.0,389.0,596.0,1300.0,5913.0,1.0,29.0,49.0,59.0,117.0
LA,Caldwell,,18.0,53.0,104.0,186.0,,0.0,0.0,1.0,1.0
LA,Cameron,,3.0,5.0,46.0,158.0,,0.0,0.0,0.0,0.0
LA,Catahoula,3.0,36.0,113.0,190.0,249.0,1.0,2.0,3.0,3.0,3.0
LA,Claiborne,4.0,59.0,66.0,120.0,214.0,0.0,7.0,10.0,11.0,11.0
LA,Concordia,,38.0,87.0,111.0,250.0,,4.0,5.0,6.0,7.0
LA,De Soto,28.0,190.0,246.0,348.0,623.0,1.0,11.0,17.0,18.0,24.0
LA,East Baton Rouge,188.0,1874.0,3591.0,5123.0,10576.0,9.0,137.0,239.0,270.0,325.0
LA,East Carroll,1.0,9.0,138.0,440.0,492.0,0.0,0.0,0.0,1.0,1.0
LA,East Feliciana,8.0,122.0,194.0,297.0,486.0,0.0,14.0,30.0,33.0,35.0
LA,Evangeline,8.0,49.0,78.0,192.0,686.0,0.0,1.0,1.0,1.0,2.0
LA,Franklin,5.0,125.0,314.0,467.0,759.0,0.0,3.0,10.0,14.0,16.0
LA,Grant,2.0,13.0,28.0,84.0,266.0,0.0,0.0,1.0,1.0,8.0
LA,Iberia,18.0,257.0,407.0,697.0,2126.0,0.0,21.0,37.0,44.0,61.0
LA,Iberville,28.0,450.0,564.0,711.0,1083.0,2.0,30.0,41.0,43.0,47.0
LA,Jackson,2.0,34.0,106.0,211.0,347.0,0.0,2.0,13.0,16.0,18.0
LA,Jefferson,838.0,6197.0,7536.0,9489.0,14026.0,37.0,346.0,447.0,484.0,513.0
LA,Jefferson Davis,3.0,62.0,76.0,349.0,934.0,0.0,6.0,7.0,9.0,24.0
LA,LaSalle,2.0,23.0,51.0,97.0,213.0,0.0,0.0,0.0,0.0,2.0
LA,Lafayette,82.0,455.0,763.0,2158.0,6096.0,1.0,20.0,26.0,42.0,83.0
LA,Lafourche,51.0,651.0,809.0,1149.0,2468.0,2.0,45.0,71.0,87.0,96.0
LA,Lincoln,8.0,85.0,152.0,323.0,672.0,0.0,8.0,14.0,18.0,23.0
LA,Livingston,16.0,197.0,417.0,903.0,2521.0,0.0,15.0,28.0,37.0,48.0
LA,Madison,1.0,7.0,90.0,356.0,536.0,0.0,0.0,0.0,2.0,6.0
LA,Morehouse,2.0,52.0,121.0,235.0,422.0,0.0,4.0,5.0,8.0,11.0
LA,Natchitoches,2.0,84.0,168.0,280.0,654.0,0.0,4.0,13.0,14.0,16.0
LA,Orleans,1480.0,6452.0,7108.0,7851.0,10204.0,86.0,434.0,507.0,534.0,560.0
LA,Ouachita,44.0,706.0,1219.0,2392.0,4304.0,1.0,16.0,41.0,74.0,104.0
LA,Plaquemines,22.0,177.0,211.0,261.0,419.0,2.0,17.0,17.0,17.0,18.0
LA,Pointe Coupee,2.0,99.0,195.0,245.0,683.0,0.0,15.0,24.0,27.0,32.0
LA,Rapides,44.0,265.0,783.0,1536.0,2901.0,1.0,10.0,26.0,59.0,101.0
LA,Red River,1.0,25.0,50.0,60.0,171.0,0.0,5.0,7.0,8.0,10.0
LA,Richland,2.0,58.0,128.0,188.0,500.0,0.0,0.0,3.0,4.0,6.0
LA,Sabine,1.0,17.0,46.0,82.0,506.0,0.0,1.0,0.0,1.0,7.0
LA,St. Bernard,53.0,464.0,536.0,617.0,998.0,2.0,20.0,22.0,23.0,23.0
LA,St. Charles,36.0,570.0,637.0,759.0,1320.0,3.0,38.0,44.0,49.0,50.0
LA,St. Helena,,28.0,51.0,97.0,234.0,,1.0,1.0,1.0,1.0
LA,St. James,65.0,246.0,294.0,367.0,611.0,3.0,19.0,25.0,29.0,30.0
LA,St. John the Baptist,75.0,768.0,858.0,970.0,1325.0,8.0,69.0,79.0,86.0,88.0
LA,St. Landry,15.0,180.0,255.0,626.0,2054.0,1.0,42.0,54.0,57.0,70.0
LA,St. Martin,20.0,232.0,294.0,712.0,1461.0,3.0,17.0,23.0,26.0,43.0
LA,St. Mary,10.0,191.0,317.0,469.0,1356.0,0.0,20.0,30.0,38.0,47.0
LA,St. Tammany,186.0,1220.0,1724.0,2308.0,4568.0,4.0,110.0,158.0,175.0,201.0
LA,Tangipahoa,18.0,553.0,854.0,1304.0,3001.0,0.0,22.0,35.0,43.0,61.0
LA,Tensas,,1.0,11.0,26.0,54.0,,0.0,0.0,0.0,0.0
LA,Terrebonne,34.0,437.0,667.0,1030.0,2653.0,1.0,32.0,51.0,61.0,73.0
LA,Union,9.0,117.0,313.0,422.0,573.0,0.0,6.0,17.0,24.0,32.0
LA,Unknown,14.0,104.0,189.0,110.0,124.0,0.0,43.0,105.0,108.0,114.0
LA,Vermilion,3.0,35.0,53.0,251.0,1204.0,1.0,1.0,3.0,6.0,16.0
LA,Vernon,3.0,16.0,25.0,138.0,654.0,0.0,2.0,3.0,8.0,21.0
LA,Washington,22.0,262.0,419.0,678.0,1151.0,1.0,18.0,38.0,46.0,58.0
LA,Webster,11.0,85.0,147.0,418.0,800.0,1.0,4.0,7.0,11.0,13.0
LA,West Baton Rouge,12.0,98.0,161.0,258.0,609.0,1.0,18.0,30.0,30.0,35.0
LA,West Carroll,,4.0,61.0,124.0,242.0,,0.0,0.0,5.0,5.0
LA,West Feliciana,4.0,115.0,208.0,246.0,321.0,0.0,2.0,13.0,14.0,15.0
LA,Winn,1.0,32.0,163.0,242.0,371.0,0.0,2.0,2.0,5.0,7.0
MA,Barnstable,173.0,860.0,1305.0,1538.0,1742.0,2.0,43.0,115.0,144.0,156.0
MA,Berkshire,162.0,442.0,544.0,594.0,648.0,5.0,35.0,40.0,44.0,46.0
MA,Bristol,263.0,3580.0,7089.0,8225.0,9029.0,2.0,172.0,410.0,574.0,623.0
MA,Dukes,1.0,17.0,26.0,49.0,65.0,0.0,1.0,1.0,0.0,0.0
MA,Essex,653.0,8673.0,14099.0,16088.0,17169.0,7.0,448.0,909.0,1104.0,1177.0
MA,Franklin,49.0,257.0,319.0,366.0,398.0,2.0,37.0,47.0,54.0,60.0
MA,Hampden,255.0,3777.0,5982.0,6776.0,7381.0,5.0,373.0,572.0,655.0,692.0
MA,Hampshire,46.0,546.0,855.0,962.0,1107.0,0.0,30.0,88.0,110.0,127.0
MA,Middlesex,1141.0,14208.0,21124.0,23962.0,25617.0,9.0,845.0,1596.0,1851.0,1974.0
MA,Nantucket,5.0,11.0,13.0,15.0,33.0,0.0,0.0,0.0,1.0,1.0
MA,Norfolk,628.0,5896.0,8016.0,9166.0,10160.0,11.0,499.0,815.0,923.0,982.0
MA,Plymouth,380.0,5083.0,7819.0,8684.0,9058.0,0.0,285.0,548.0,665.0,708.0
MA,Suffolk,1115.0,12890.0,17873.0,19819.0,21113.0,7.0,524.0,868.0,1002.0,1055.0
MA,Unknown,491.0,415.0,336.0,288.0,335.0,0.0,5.0,6.0,7.0,6.0
MA,Worcester,390.0,5550.0,10901.0,12350.0,13243.0,6.0,265.0,753.0,920.0,988.0
MD,Allegany,,118.0,177.0,205.0,264.0,,7.0,16.0,17.0,18.0
MD,Anne Arundel,110.0,1733.0,3752.0,5117.0,6692.0,1.0,91.0,172.0,207.0,216.0
MD,Baltimore,186.0,2844.0,5970.0,8007.0,11637.0,1.0,123.0,340.0,473.0,545.0
MD,Baltimore city,152.0,2076.0,5572.0,7556.0,11018.0,2.0,112.0,254.0,337.0,406.0
MD,Calvert,12.0,150.0,335.0,415.0,566.0,0.0,8.0,18.0,27.0,27.0
MD,Caroline,4.0,71.0,253.0,319.0,418.0,0.0,0.0,0.0,3.0,3.0
MD,Carroll,83.0,436.0,881.0,1119.0,1437.0,1.0,54.0,90.0,112.0,116.0
MD,Cecil,13.0,167.0,366.0,480.0,620.0,0.0,8.0,22.0,29.0,30.0
MD,Charles,33.0,565.0,1086.0,1395.0,1821.0,1.0,44.0,72.0,86.0,90.0
MD,Dorchester,,51.0,141.0,188.0,326.0,,2.0,3.0,5.0,5.0
MD,Frederick,26.0,925.0,1897.0,2497.0,2971.0,0.0,56.0,105.0,117.0,121.0
MD,Garrett,3.0,4.0,10.0,11.0,45.0,0.0,0.0,0.0,0.0,0.0
