state,county,march_case,april_case,may_case,june_case,july_case,march_death,april_death,may_death,june_death,july_death
CO,Pueblo,21.0,139.0,289.0,390.0,590.0,2.0,10.0,16.0,28.0,34.0
CO,Rio Blanco,,1.0,1.0,4.0,6.0,,0.0,0.0,0.0,0.0
CO,Rio Grande,4.0,7.0,23.0,76.0,87.0,0.0,0.0,0.0,2.0,2.0
CO,Routt,16.0,56.0,61.0,73.0,98.0,0.0,4.0,6.0,6.0,6.0
CO,Saguache,,3.0,79.0,102.0,107.0,,0.0,1.0,2.0,2.0
CO,San Juan,,,1.0,2.0,2.0,,,0.0,0.0,0.0
CO,San Miguel,1.0,19.0,23.0,37.0,73.0,0.0,0.0,0.0,0.0,0.0
CO,Sedgwick,,,,,11.0,,,,,1.0
CO,Summit,14.0,128.0,224.0,269.0,339.0,0.0,2.0,2.0,3.0,4.0
CO,Teller,8.0,28.0,32.0,41.0,105.0,1.0,2.0,2.0,2.0,2.0
CO,Unknown,132.0,81.0,,,,1.0,0.0,,,
CO,Washington,1.0,7.0,40.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0
CO,Weld,215.0,1776.0,2480.0,2802.0,3491.0,10.0,95.0,131.0,137.0,141.0
CO,Yuma,2.0,8.0,35.0,52.0,57.0,0.0,0.0,0.0,0.0,0.0
CT,Fairfield,1445.0,11294.0,15502.0,16703.0,17786.0,21.0,810.0,1267.0,1376.0,1406.0
CT,Hartford,330.0,5601.0,10207.0,11662.0,12561.0,3.0,698.0,1238.0,1370.0,1411.0
CT,Litchfield,113.0,963.0,1381.0,1490.0,1599.0,1.0,80.0,131.0,137.0,138.0
CT,Middlesex,50.0,657.0,1104.0,1305.0,1377.0,1.0,79.0,150.0,184.0,191.0
CT,New Haven,373.0,7536.0,11309.0,12359.0,13013.0,6.0,512.0,966.0,1075.0,1101.0
CT,New London,24.0,564.0,1076.0,1268.0,1396.0,0.0,36.0,89.0,102.0,103.0
CT,Tolland,50.0,437.0,833.0,913.0,1011.0,4.0,36.0,57.0,64.0,66.0
CT,Unknown,176.0,462.0,229.0,204.0,242.0,0.0,2.0,0.0,0.0,0.0
CT,Windham,10.0,186.0,381.0,610.0,685.0,0.0,4.0,14.0,14.0,15.0
DE,Kent,27.0,759.0,1432.0,1690.0,2151.0,2.0,26.0,63.0,89.0,105.0
DE,New Castle,156.0,1734.0,3723.0,5065.0,6743.0,3.0,68.0,166.0,244.0,285.0
DE,Sussex,81.0,2216.0,4215.0,4681.0,5583.0,2.0,58.0,132.0,176.0,191.0
DE,Unknown,,25.0,52.0,38.0,212.0,,0.0,0.0,0.0,0.0
FL,Alachua,80.0,267.0,379.0,1197.0,3448.0,0.0,5.0,7.0,12.0,20.0
FL,Baker,8.0,20.0,29.0,63.0,343.0,0.0,3.0,3.0,4.0,4.0
FL,Bay,6.0,72.0,97.0,384.0,3357.0,0.0,3.0,3.0,4.0,21.0
FL,Bradford,2.0,46.0,51.0,83.0,316.0,0.0,2.0,2.0,2.0,3.0
FL,Brevard,32.0,285.0,420.0,1793.0,5333.0,0.0,8.0,12.0,17.0,108.0
FL,Broward,1137.0,4953.0,7067.0,15624.0,54312.0,12.0,185.0,313.0,383.0,676.0
FL,Calhoun,,8.0,56.0,76.0,278.0,,0.0,4.0,6.0,7.0
FL,Charlotte,20.0,236.0,450.0,775.0,1889.0,0.0,19.0,63.0,76.0,85.0
FL,Citrus,17.0,99.0,121.0,291.0,1192.0,2.0,11.0,12.0,13.0,26.0
FL,Clay,34.0,273.0,380.0,713.0,2758.0,5.0,15.0,28.0,34.0,47.0
FL,Collier,127.0,596.0,1514.0,4225.0,9355.0,1.0,19.0,49.0,74.0,121.0
FL,Columbia,3.0,58.0,144.0,287.0,2437.0,0.0,2.0,2.0,3.0,10.0
FL,DeSoto,7.0,29.0,173.0,604.0,1251.0,2.0,4.0,7.0,10.0,14.0
FL,Dixie,,7.0,49.0,68.0,247.0,,0.0,2.0,4.0,4.0
FL,Duval,163.0,1012.0,1608.0,6207.0,20816.0,4.0,20.0,48.0,64.0,152.0
FL,Escambia,81.0,506.0,810.0,1952.0,7598.0,0.0,11.0,33.0,45.0,92.0
FL,Flagler,15.0,133.0,185.0,310.0,867.0,0.0,2.0,4.0,5.0,10.0
FL,Franklin,,2.0,2.0,6.0,105.0,,0.0,0.0,0.0,1.0
FL,Gadsden,1.0,94.0,268.0,378.0,1314.0,0.0,0.0,2.0,7.0,17.0
FL,Gilchrist,,5.0,13.0,97.0,305.0,,0.0,0.0,0.0,3.0
FL,Glades,3.0,6.0,29.0,175.0,389.0,0.0,1.0,1.0,1.0,3.0
FL,Gulf,,1.0,1.0,23.0,301.0,,0.0,0.0,0.0,1.0
FL,Hamilton,,6.0,230.0,334.0,567.0,,0.0,0.0,2.0,3.0
FL,Hardee,,18.0,93.0,430.0,819.0,,0.0,0.0,3.0,7.0
FL,Hendry,3.0,83.0,405.0,953.0,1618.0,0.0,3.0,14.0,25.0,35.0
FL,Hernando,21.0,90.0,113.0,373.0,1617.0,0.0,5.0,5.0,5.0,29.0
FL,Highlands,14.0,81.0,127.0,350.0,1132.0,1.0,7.0,9.0,11.0,26.0
FL,Hillsborough,272.0,1124.0,2129.0,10752.0,28742.0,2.0,23.0,81.0,138.0,331.0
FL,Holmes,1.0,10.0,19.0,177.0,413.0,0.0,0.0,0.0,0.0,2.0
FL,Indian River,25.0,90.0,126.0,697.0,2167.0,0.0,7.0,10.0,16.0,41.0
FL,Jackson,2.0,14.0,249.0,363.0,1553.0,0.0,0.0,1.0,2.0,28.0
FL,Jefferson,,28.0,29.0,49.0,192.0,,2.0,3.0,4.0,5.0
FL,Lafayette,,1.0,8.0,32.0,100.0,,0.0,0.0,0.0,1.0
FL,Lake,50.0,227.0,298.0,1302.0,4408.0,0.0,12.0,15.0,22.0,51.0
FL,Lee,170.0,1020.0,1893.0,5587.0,15136.0,6.0,43.0,105.0,158.0,286.0
FL,Leon,21.0,218.0,405.0,1113.0,4101.0,0.0,3.0,6.0,8.0,14.0
FL,Levy,2.0,19.0,31.0,174.0,546.0,0.0,0.0,1.0,1.0,3.0
FL,Liberty,,3.0,213.0,222.0,356.0,,0.0,0.0,1.0,2.0
FL,Madison,,55.0,69.0,195.0,583.0,,2.0,4.0,3.0,7.0
FL,Manatee,42.0,580.0,1037.0,2856.0,8337.0,1.0,55.0,97.0,130.0,176.0
FL,Marion,23.0,175.0,244.0,672.0,4682.0,0.0,4.0,7.0,10.0,56.0
FL,Martin,27.0,191.0,626.0,2055.0,3561.0,0.0,6.0,9.0,25.0,73.0
FL,Miami-Dade,1700.0,12063.0,17825.0,36819.0,115915.0,4.0,352.0,700.0,991.0,1515.0
FL,Monroe,26.0,79.0,108.0,259.0,1230.0,0.0,3.0,4.0,4.0,6.0
FL,Nassau,7.0,56.0,75.0,182.0,1037.0,0.0,0.0,1.0,1.0,10.0
FL,Okaloosa,35.0,153.0,211.0,665.0,2703.0,1.0,4.0,6.0,6.0,24.0
FL,Okeechobee,,11.0,76.0,377.0,878.0,,0.0,0.0,0.0,2.0
FL,Orange,299.0,1384.0,1975.0,10313.0,28590.0,4.0,33.0,40.0,57.0,211.0
FL,Osceola,94.0,478.0,698.0,2026.0,8281.0,1.0,7.0,19.0,24.0,64.0
FL,Palm Beach,462.0,2961.0,5896.0,14148.0,32694.0,10.0,186.0,337.0,510.0,806.0
FL,Pasco,38.0,249.0,381.0,1992.0,6201.0,2.0,7.0,13.0,19.0,94.0
FL,Pinellas,129.0,729.0,1262.0,6487.0,16114.0,5.0,37.0,82.0,166.0,418.0
FL,Polk,63.0,483.0,1005.0,3836.0,12281.0,0.0,23.0,55.0,98.0,262.0
FL,Putnam,13.0,106.0,150.0,339.0,1261.0,0.0,1.0,5.0,6.0,15.0
FL,Santa Rosa,36.0,154.0,242.0,593.0,3279.0,2.0,7.0,9.0,9.0,22.0
FL,Sarasota,67.0,352.0,629.0,1482.0,5443.0,2.0,42.0,77.0,97.0,119.0
FL,Seminole,88.0,379.0,484.0,2566.0,6419.0,0.0,8.0,12.0,16.0,72.0
FL,St. Johns,61.0,208.0,256.0,948.0,3168.0,2.0,4.0,6.0,7.0,24.0
FL,St. Lucie,31.0,247.0,463.0,1724.0,4903.0,2.0,22.0,30.0,47.0,118.0
FL,Sumter,47.0,181.0,253.0,345.0,1058.0,0.0,13.0,17.0,17.0,27.0
FL,Suwannee,3.0,130.0,167.0,499.0,1082.0,0.0,14.0,18.0,20.0,32.0
FL,Taylor,,3.0,20.0,79.0,319.0,,0.0,0.0,0.0,3.0
FL,Union,,4.0,31.0,62.0,206.0,,0.0,1.0,2.0,4.0
FL,Unknown,,7.0,84.0,145.0,559.0,,0.0,0.0,0.0,0.0
FL,Volusia,69.0,452.0,730.0,2105.0,6707.0,1.0,21.0,38.0,57.0,109.0
FL,Wakulla,1.0,23.0,34.0,60.0,565.0,0.0,1.0,1.0,1.0,2.0
FL,Walton,16.0,38.0,114.0,245.0,1149.0,0.0,0.0,9.0,9.0,12.0
FL,Washington,1.0,12.0,57.0,113.0,488.0,0.0,0.0,4.0,12.0,13.0
GA,Appling,2.0,70.0,156.0,258.0,544.0,0.0,6.0,13.0,14.0,16.0
GA,Atkinson,,8.0,47.0,147.0,276.0,,1.0,2.0,2.0,2.0
GA,Bacon,1.0,24.0,108.0,236.0,399.0,0.0,1.0,3.0,4.0,6.0
GA,Baker,1.0,23.0,34.0,43.0,55.0,1.0,2.0,2.0,3.0,3.0
GA,Baldwin,3.0,215.0,343.0,499.0,913.0,1.0,8.0,26.0,34.0,38.0
GA,Banks,1.0,24.0,88.0,133.0,228.0,0.0,0.0,1.0,0.0,3.0
GA,Barrow,9.0,133.0,326.0,523.0,1030.0,2.0,4.0,14.0,25.0,32.0
GA,Bartow,125.0,315.0,478.0,688.0,1495.0,1.0,30.0,39.0,42.0,55.0
GA,Ben Hill,3.0,25.0,74.0,165.0,327.0,0.0,0.0,1.0,1.0,3.0
GA,Berrien,1.0,17.0,46.0,116.0,252.0,0.0,0.0,0.0,0.0,0.0
GA,Bibb,16.0,306.0,454.0,848.0,2997.0,0.0,10.0,27.0,39.0,58.0
GA,Bleckley,1.0,17.0,45.0,60.0,123.0,0.0,0.0,0.0,1.0,3.0
GA,Brantley,,23.0,56.0,94.0,218.0,,2.0,2.0,2.0,4.0
GA,Brooks,1.0,59.0,68.0,154.0,355.0,0.0,6.0,8.0,11.0,15.0
GA,Bryan,7.0,52.0,74.0,127.0,518.0,0.0,2.0,5.0,5.0,6.0
GA,Bulloch,1.0,38.0,60.0,339.0,1032.0,0.0,2.0,2.0,4.0,11.0
GA,Burke,4.0,85.0,121.0,144.0,380.0,0.0,3.0,5.0,7.0,7.0
GA,Butts,6.0,145.0,229.0,274.0,444.0,0.0,11.0,22.0,33.0,36.0
GA,Calhoun,6.0,106.0,132.0,162.0,185.0,0.0,4.0,5.0,5.0,6.0
GA,Camden,4.0,33.0,61.0,128.0,591.0,0.0,1.0,1.0,2.0,4.0
GA,Candler,1.0,7.0,13.0,37.0,205.0,0.0,0.0,0.0,0.0,4.0
GA,Carroll,97.0,358.0,518.0,704.0,1675.0,1.0,14.0,24.0,39.0,43.0
GA,Catoosa,3.0,47.0,133.0,312.0,513.0,0.0,0.0,0.0,8.0,9.0
GA,Charlton,1.0,8.0,32.0,51.0,349.0,0.0,0.0,1.0,2.0,3.0
GA,Chatham,19.0,226.0,501.0,1321.0,4707.0,2.0,9.0,24.0,37.0,66.0
GA,Chattahoochee,1.0,12.0,43.0,410.0,578.0,0.0,0.0,0.0,0.0,1.0
GA,Chattooga,3.0,16.0,24.0,61.0,166.0,0.0,2.0,2.0,2.0,2.0
GA,Cherokee,69.0,467.0,890.0,1315.0,2687.0,1.0,11.0,33.0,43.0,53.0
GA,Clarke,47.0,150.0,283.0,531.0,1591.0,5.0,13.0,13.0,15.0,16.0
GA,Clay,1.0,22.0,39.0,57.0,70.0,0.0,3.0,2.0,2.0,2.0
GA,Clayton,62.0,716.0,1216.0,1939.0,4339.0,2.0,30.0,45.0,79.0,95.0
GA,Clinch,1.0,8.0,59.0,108.0,168.0,0.0,0.0,2.0,3.0,4.0
GA,Cobb,250.0,1621.0,3009.0,4877.0,10920.0,11.0,94.0,171.0,243.0,297.0
GA,Coffee,10.0,138.0,268.0,540.0,1281.0,0.0,7.0,15.0,17.0,24.0
GA,Colquitt,7.0,185.0,465.0,951.0,1445.0,0.0,6.0,14.0,18.0,21.0
GA,Columbia,14.0,160.0,248.0,470.0,1739.0,0.0,4.0,7.0,9.0,19.0
GA,Cook,1.0,23.0,48.0,133.0,381.0,0.0,1.0,2.0,1.0,6.0
GA,Coweta,37.0,195.0,415.0,667.0,1275.0,2.0,4.0,8.0,15.0,18.0
GA,Crawford,,15.0,28.0,42.0,87.0,,0.0,0.0,0.0,0.0
GA,Crisp,8.0,165.0,232.0,273.0,356.0,0.0,3.0,7.0,12.0,14.0
GA,Dade,1.0,14.0,28.0,66.0,105.0,0.0,1.0,1.0,1.0,1.0
GA,Dawson,7.0,61.0,109.0,141.0,265.0,0.0,1.0,1.0,3.0,3.0
GA,DeKalb,294.0,2027.0,3731.0,5841.0,11916.0,3.0,47.0,112.0,173.0,213.0
GA,Decatur,6.0,83.0,186.0,253.0,588.0,0.0,1.0,4.0,8.0,8.0
GA,Dodge,2.0,26.0,51.0,100.0,183.0,0.0,1.0,2.0,2.0,2.0
GA,Dooly,3.0,129.0,179.0,210.0,238.0,0.0,9.0,12.0,12.0,14.0
GA,Dougherty,278.0,1506.0,1770.0,1903.0,2554.0,18.0,120.0,145.0,154.0,167.0
GA,Douglas,43.0,319.0,539.0,917.0,2203.0,1.0,11.0,25.0,36.0,47.0
GA,Early,20.0,213.0,238.0,260.0,339.0,2.0,20.0,31.0,31.0,31.0
GA,Echols,,5.0,110.0,184.0,221.0,,0.0,0.0,0.0,1.0
GA,Effingham,4.0,35.0,73.0,141.0,587.0,0.0,1.0,1.0,1.0,1.0
GA,Elbert,,23.0,75.0,104.0,314.0,,0.0,0.0,0.0,1.0
GA,Emanuel,,21.0,27.0,116.0,387.0,,0.0,2.0,3.0,7.0
GA,Evans,,4.0,5.0,23.0,195.0,,0.0,0.0,0.0,1.0
GA,Fannin,3.0,29.0,43.0,97.0,259.0,0.0,1.0,1.0,1.0,2.0
GA,Fayette,42.0,176.0,235.0,341.0,898.0,3.0,10.0,13.0,17.0,24.0
GA,Floyd,31.0,144.0,263.0,514.0,1168.0,2.0,11.0,15.0,15.0,15.0
GA,Forsyth,36.0,299.0,512.0,828.0,1796.0,1.0,9.0,12.0,15.0,19.0
GA,Franklin,4.0,18.0,46.0,193.0,346.0,0.0,1.0,1.0,1.0,4.0
GA,Fulton,503.0,2821.0,4507.0,6965.0,17286.0,16.0,118.0,230.0,312.0,383.0
GA,Gilmer,1.0,69.0,149.0,184.0,470.0,0.0,0.0,0.0,2.0,3.0
GA,Glascock,,,1.0,7.0,21.0,,,0.0,0.0,0.0
GA,Glynn,17.0,55.0,115.0,788.0,2236.0,0.0,1.0,1.0,6.0,26.0
GA,Gordon,15.0,92.0,160.0,380.0,958.0,1.0,12.0,16.0,18.0,23.0
GA,Grady,,63.0,94.0,192.0,387.0,,4.0,4.0,4.0,4.0
GA,Greene,3.0,54.0,68.0,98.0,225.0,0.0,2.0,7.0,9.0,11.0
GA,Gwinnett,178.0,1793.0,3769.0,8082.0,16711.0,2.0,57.0,127.0,170.0,228.0
GA,Habersham,1.0,304.0,520.0,678.0,1002.0,0.0,8.0,23.0,35.0,47.0
GA,Hall,34.0,1346.0,2467.0,3187.0,5272.0,0.0,21.0,47.0,60.0,72.0
GA,Hancock,,47.0,194.0,212.0,280.0,,2.0,23.0,32.0,34.0
GA,Haralson,4.0,27.0,43.0,73.0,184.0,0.0,1.0,2.0,5.0,6.0
GA,Harris,4.0,60.0,91.0,324.0,599.0,0.0,2.0,5.0,9.0,15.0
GA,Hart,2.0,10.0,30.0,59.0,241.0,0.0,0.0,0.0,0.0,1.0
GA,Heard,1.0,10.0,33.0,48.0,127.0,1.0,1.0,2.0,3.0,3.0
GA,Henry,68.0,492.0,688.0,1203.0,2841.0,2.0,12.0,22.0,33.0,39.0
GA,Houston,26.0,222.0,365.0,629.0,1627.0,2.0,14.0,17.0,23.0,44.0
GA,Irwin,3.0,15.0,28.0,64.0,150.0,0.0,1.0,1.0,1.0,1.0
GA,Jackson,2.0,94.0,184.0,370.0,884.0,0.0,2.0,5.0,10.0,13.0
GA,Jasper,2.0,21.0,36.0,68.0,120.0,0.0,0.0,1.0,1.0,1.0
GA,Jeff Davis,,17.0,38.0,110.0,338.0,,1.0,1.0,2.0,5.0
GA,Jefferson,1.0,14.0,41.0,98.0,400.0,0.0,1.0,1.0,1.0,5.0
GA,Jenkins,1.0,16.0,19.0,104.0,223.0,0.0,1.0,1.0,11.0,20.0
GA,Johnson,1.0,49.0,82.0,90.0,216.0,0.0,2.0,2.0,2.0,8.0
GA,Jones,2.0,28.0,37.0,73.0,242.0,0.0,0.0,0.0,0.0,2.0
GA,Lamar,3.0,38.0,67.0,115.0,217.0,0.0,1.0,2.0,6.0,9.0
GA,Lanier,,8.0,21.0,132.0,207.0,,1.0,2.0,3.0,4.0
GA,Laurens,13.0,60.0,105.0,167.0,669.0,0.0,1.0,1.0,1.0,3.0
GA,Lee,44.0,319.0,361.0,388.0,496.0,6.0,20.0,22.0,22.0,22.0
GA,Liberty,4.0,37.0,82.0,121.0,562.0,0.0,0.0,0.0,1.0,2.0
GA,Lincoln,4.0,12.0,16.0,37.0,117.0,0.0,0.0,0.0,1.0,4.0
GA,Long,1.0,5.0,16.0,43.0,111.0,0.0,0.0,1.0,1.0,1.0
GA,Lowndes,21.0,155.0,301.0,1199.0,2825.0,1.0,4.0,4.0,11.0,26.0
GA,Lumpkin,4.0,45.0,99.0,139.0,275.0,0.0,2.0,1.0,3.0,6.0
GA,Macon,1.0,79.0,101.0,115.0,170.0,0.0,3.0,6.0,9.0,10.0
GA,Madison,3.0,24.0,54.0,92.0,304.0,1.0,1.0,1.0,4.0,4.0
GA,Marion,,42.0,57.0,79.0,131.0,,1.0,2.0,2.0,4.0
GA,McDuffie,2.0,45.0,67.0,92.0,272.0,0.0,4.0,5.0,6.0,9.0
GA,McIntosh,1.0,4.0,16.0,41.0,141.0,0.0,0.0,1.0,1.0,2.0
GA,Meriwether,6.0,54.0,85.0,183.0,344.0,0.0,1.0,2.0,2.0,5.0
GA,Miller,5.0,33.0,41.0,47.0,124.0,0.0,0.0,0.0,0.0,0.0
GA,Mitchell,16.0,310.0,408.0,450.0,594.0,1.0,30.0,32.0,38.0,41.0
GA,Monroe,3.0,23.0,120.0,160.0,404.0,0.0,3.0,8.0,17.0,23.0
GA,Montgomery,,2.0,9.0,31.0,117.0,,0.0,0.0,0.0,0.0
GA,Morgan,1.0,28.0,37.0,52.0,183.0,0.0,0.0,0.0,0.0,0.0
GA,Murray,4.0,31.0,90.0,214.0,507.0,0.0,0.0,1.0,2.0,2.0
GA,Muscogee,14.0,303.0,604.0,1679.0,4137.0,0.0,7.0,17.0,47.0,80.0
GA,Newton,22.0,196.0,352.0,599.0,1503.0,0.0,7.0,11.0,11.0,29.0
GA,Oconee,12.0,64.0,116.0,154.0,368.0,0.0,0.0,6.0,10.0,15.0
GA,Oglethorpe,,48.0,61.0,89.0,177.0,,3.0,6.0,7.0,7.0
GA,Paulding,26.0,189.0,326.0,583.0,1343.0,0.0,8.0,11.0,15.0,18.0
GA,Peach,7.0,46.0,72.0,103.0,294.0,1.0,2.0,4.0,9.0,11.0
GA,Pickens,6.0,26.0,47.0,93.0,266.0,1.0,2.0,3.0,5.0,5.0
GA,Pierce,2.0,55.0,99.0,170.0,370.0,0.0,3.0,3.0,4.0,6.0
GA,Pike,2.0,40.0,54.0,90.0,180.0,0.0,2.0,2.0,3.0,3.0
GA,Polk,14.0,57.0,118.0,205.0,614.0,0.0,0.0,1.0,2.0,6.0
GA,Pulaski,3.0,30.0,42.0,50.0,78.0,0.0,1.0,2.0,2.0,2.0
GA,Putnam,,40.0,90.0,148.0,355.0,,5.0,9.0,12.0,17.0
GA,Quitman,,4.0,12.0,17.0,29.0,,1.0,1.0,1.0,1.0
GA,Rabun,,13.0,20.0,42.0,176.0,,0.0,1.0,3.0,3.0
GA,Randolph,3.0,159.0,179.0,197.0,246.0,0.0,19.0,19.0,25.0,26.0
GA,Richmond,17.0,406.0,595.0,952.0,3334.0,0.0,15.0,22.0,48.0,77.0
GA,Rockdale,29.0,189.0,285.0,459.0,1090.0,2.0,6.0,8.0,11.0,15.0
GA,Schley,1.0,16.0,16.0,25.0,47.0,0.0,1.0,1.0,1.0,1.0
GA,Screven,,15.0,51.0,92.0,165.0,,1.0,2.0,6.0,9.0
GA,Seminole,7.0,29.0,44.0,51.0,129.0,0.0,2.0,2.0,2.0,2.0
GA,Spalding,14.0,210.0,275.0,400.0,823.0,0.0,9.0,21.0,32.0,38.0
GA,Stephens,3.0,79.0,138.0,224.0,528.0,0.0,1.0,2.0,6.0,10.0
GA,Stewart,,24.0,52.0,119.0,245.0,,0.0,1.0,3.0,5.0
GA,Sumter,17.0,381.0,475.0,554.0,713.0,2.0,28.0,43.0,50.0,56.0
GA,Talbot,1.0,26.0,38.0,73.0,123.0,0.0,1.0,1.0,2.0,3.0
GA,Taliaferro,,,1.0,2.0,9.0,,,0.0,0.0,0.0
GA,Tattnall,2.0,10.0,23.0,138.0,378.0,0.0,0.0,0.0,0.0,1.0
GA,Taylor,2.0,17.0,22.0,28.0,68.0,0.0,2.0,2.0,2.0,2.0
GA,Telfair,,27.0,37.0,118.0,236.0,,0.0,1.0,3.0,6.0
GA,Terrell,20.0,183.0,213.0,225.0,288.0,2.0,19.0,26.0,27.0,29.0
GA,Thomas,7.0,186.0,324.0,435.0,912.0,0.0,19.0,32.0,32.0,39.0
GA,Tift,19.0,118.0,256.0,750.0,1208.0,0.0,5.0,17.0,26.0,34.0
GA,Toombs,2.0,31.0,56.0,244.0,571.0,0.0,3.0,4.0,5.0,6.0
GA,Towns,,21.0,24.0,45.0,107.0,,1.0,1.0,1.0,1.0
GA,Treutlen,,3.0,9.0,23.0,82.0,,0.0,0.0,1.0,3.0
GA,Troup,15.0,148.0,307.0,1398.0,2140.0,1.0,4.0,11.0,32.0,54.0
GA,Turner,3.0,68.0,118.0,177.0,216.0,0.0,8.0,12.0,16.0,18.0
GA,Twiggs,2.0,8.0,17.0,27.0,87.0,0.0,0.0,0.0,1.0,3.0
GA,Union,,33.0,44.0,71.0,197.0,,1.0,1.0,3.0,6.0
GA,Unknown,114.0,395.0,1202.0,2699.0,2279.0,0.0,0.0,0.0,2.0,7.0
GA,Upson,5.0,217.0,280.0,355.0,460.0,0.0,18.0,34.0,43.0,45.0
GA,Walker,,61.0,141.0,318.0,521.0,,0.0,0.0,11.0,14.0
GA,Walton,5.0,126.0,265.0,399.0,880.0,0.0,4.0,12.0,28.0,32.0
GA,Ware,5.0,121.0,228.0,424.0,1046.0,0.0,11.0,14.0,15.0,23.0
GA,Warren,2.0,12.0,18.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0
GA,Washington,2.0,42.0,74.0,105.0,387.0,0.0,1.0,1.0,1.0,1.0
GA,Wayne,,13.0,20.0,70.0,552.0,,0.0,0.0,0.0,4.0
GA,Webster,,10.0,12.0,22.0,36.0,,2.0,1.0,1.0,2.0
GA,Wheeler,1.0,4.0,13.0,49.0,84.0,0.0,0.0,0.0,0.0,1.0
GA,White,1.0,61.0,101.0,142.0,285.0,0.0,0.0,3.0,4.0,5.0
GA,Whitfield,8.0,106.0,351.0,1101.0,2961.0,1.0,4.0,7.0,10.0,24.0
GA,Wilcox,,90.0,111.0,126.0,155.0,,9.0,13.0,15.0,18.0
GA,Wilkes,2.0,25.0,33.0,56.0,169.0,0.0,0.0,1.0,1.0,3.0
GA,Wilkinson,,35.0,69.0,76.0,167.0,,2.0,5.0,8.0,10.0
GA,Worth,12.0,153.0,210.0,315.0,415.0,1.0,11.0,21.0,22.0,23.0
HI,Hawaii,15.0,73.0,81.0,87.0,115.0,0.0,0.0,0.0,0.0,0.0
HI,Honolulu,139.0,399.0,421.0,652.0,1637.0,0.0,11.0,11.0,12.0,19.0
HI,Kauai,12.0,21.0,20.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0
HI,Maui,25.0,116.0,119.0,123.0,167.0,0.0,5.0,6.0,6.0,6.0
HI,Unknown,13.0,,,1.0,,0.0,,,0.0,
IA,Adair,1.0,1.0,9.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0
IA,Adams,,,7.0,8.0,15.0,,,0.0,0.0,0.0
IA,Allamakee,7.0,89.0,120.0,125.0,146.0,1.0,3.0,4.0,4.0,4.0
IA,Appanoose,1.0,2.0,15.0,20.0,40.0,0.0,2.0,3.0,3.0,3.0
IA,Audubon,1.0,1.0,12.0,17.0,28.0,0.0,0.0,1.0,1.0,1.0
IA,Benton,7.0,31.0,42.0,58.0,122.0,0.0,1.0,1.0,1.0,1.0
IA,Black Hawk,6.0,1140.0,1743.0,2103.0,2947.0,0.0,13.0,44.0,58.0,62.0
IA,Boone,1.0,12.0,61.0,136.0,224.0,0.0,0.0,0.0,1.0,2.0
IA,Bremer,,51.0,69.0,87.0,179.0,,3.0,6.0,6.0,7.0
IA,Buchanan,2.0,17.0,33.0,45.0,103.0,0.0,0.0,0.0,1.0,1.0
IA,Buena Vista,,4.0,743.0,1695.0,1782.0,,0.0,0.0,11.0,12.0
IA,Butler,1.0,9.0,15.0,46.0,105.0,0.0,0.0,1.0,2.0,2.0
IA,Calhoun,,,2.0,45.0,81.0,,,0.0,2.0,2.0
IA,Carroll,1.0,2.0,9.0,83.0,174.0,0.0,0.0,0.0,1.0,1.0
IA,Cass,,1.0,12.0,17.0,40.0,,0.0,0.0,0.0,0.0
IA,Cedar,8.0,29.0,46.0,75.0,116.0,0.0,0.0,1.0,1.0,1.0
IA,Cerro Gordo,7.0,14.0,29.0,99.0,567.0,0.0,0.0,1.0,1.0,17.0
IA,Cherokee,,2.0,28.0,72.0,97.0,,0.0,0.0,0.0,1.0
IA,Chickasaw,,5.0,10.0,25.0,48.0,,0.0,0.0,0.0,0.0
IA,Clarke,,2.0,54.0,125.0,171.0,,0.0,0.0,2.0,3.0
IA,Clay,,4.0,15.0,123.0,168.0,,0.0,0.0,0.0,1.0
IA,Clayton,1.0,14.0,34.0,39.0,89.0,0.0,1.0,3.0,3.0,3.0
IA,Clinton,2.0,48.0,61.0,97.0,280.0,0.0,1.0,1.0,1.0,2.0
IA,Crawford,1.0,21.0,517.0,667.0,708.0,0.0,1.0,2.0,2.0,3.0
IA,Dallas,21.0,318.0,900.0,1176.0,1722.0,0.0,0.0,20.0,29.0,35.0
IA,Davis,,1.0,21.0,37.0,49.0,,0.0,0.0,1.0,1.0
IA,Decatur,,,1.0,10.0,20.0,,,0.0,0.0,0.0
IA,Delaware,,8.0,15.0,41.0,82.0,,0.0,0.0,1.0,1.0
IA,Des Moines,1.0,16.0,62.0,84.0,137.0,0.0,1.0,1.0,3.0,2.0
IA,Dickinson,1.0,6.0,20.0,241.0,367.0,0.0,0.0,0.0,2.0,4.0
IA,Dubuque,21.0,102.0,343.0,523.0,1452.0,1.0,4.0,18.0,22.0,28.0
IA,Emmet,,,14.0,75.0,171.0,,,0.0,0.0,1.0
IA,Fayette,2.0,20.0,27.0,33.0,75.0,0.0,0.0,0.0,0.0,0.0
IA,Floyd,,,19.0,65.0,105.0,,,1.0,2.0,2.0
IA,Franklin,,2.0,13.0,75.0,204.0,,0.0,0.0,0.0,4.0
IA,Fremont,,,4.0,7.0,31.0,,,0.0,0.0,0.0
