Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Perecent_of_State_Cases,Cases_per_100000,Total_Deaths
Public,UT,Primarily online,29156.0,1732,40.670716299999995,-111.9441385,Salt Lake Community College,"4600 S Redwood Rd, Salt Lake City, Utah 84123",Suburb: Large,No,26638787.0,3543.0,10946035.00 ,3581.00 ,29517,0,1471,2,84123,Salt Lake City,Salt Lake,12103.5,3810.75,0,0,0,0,0.0,19150.75,,,0.428482871035,0.326281939521,43655.0,46538.0,48150.0,49866.0,52639.0,70179332.0,73418343.0,75927259.0,77891878.0,80666565.0,UT,363,2438,5118,11227,18847,0,29,74,107,173,19556,47.1%,"1,685",178
Private,UT,Primarily in person,2477.0,1732,40.7322206,-111.8549815,Westminster College ,"1840 South 1300 East, Salt Lake City, Utah 84105",City: Midsize,Yes,37919490.0,20766.0,5865059.00 ,6749.00 ,1740,475,532,4,84105,Salt Lake City,Salt Lake,0.0,0.0,0,0,0,0,33682.0,47965.5,14377.0,182.0,0.428482871035,0.326281939521,43655.0,46538.0,48150.0,49866.0,52639.0,70179332.0,73418343.0,75927259.0,77891878.0,80666565.0,UT,363,2438,5118,11227,18847,0,29,74,107,173,19556,47.1%,"1,685",178
Public,IA,Primarily online,3918.0,2367,41.044962,-92.394464,Indian Hills Community College,"525 Grandview Ave, Ottumwa, Iowa 52501",Town: Remote,Yes,8625799.0,4523.0,6751649.00 ,5250.00 ,3612,0,400,2,52501,Ottumwa,Wapello,5760.0,4146.0,0,0,0,0,0.0,13887.75,,,0.372832755401,0.580821552414,34477.0,35439.0,35927.0,36928.0,39002.0,1568775.0,1648982.0,1572369.0,1597865.0,1628245.0,IA,1,10,577,700,821,0,0,9,30,31,868,1.8%,"2,482",33
Public,FL,Hybrid,16686.0,1705,27.416233000000002,-80.3690621,Indian River State College,"3209 Virginia Ave, Fort Pierce, Florida 34981-5596",Suburb: Large,No,29781614.0,4718.0,4256434.00 ,4415.00 ,16942,0,797,4,34981,Fort Pierce,St. Lucie,10201.0,2764.0,0,0,0,0,0.0,10484.0,,,0.47474969978200005,0.49916507379299996,34546.0,35903.0,37426.0,37958.0,39374.0,7415251.0,7553019.0,7824890.0,8119970.0,8311311.0,FL,31,247,463,1724,4903,2,22,30,47,118,5514,1.1%,"1,680",148
Public,IN,Primarily in person,13044.0,435,39.471444899999995,-87.40827519999998,Indiana State University,"210 N 7th St, Terre Haute, Indiana 47809",City: Small,Yes,62720170.0,9049.0,40483230.00 ,6521.00 ,10214,1930,663,4,47809,Terre Haute,Vigo,19631.0,8997.0,7542,14814,200,200,0.0,22771.0,,,0.402385705982,0.554070105386,34509.0,35318.0,35940.0,37443.0,38970.0,4497328.0,4645936.0,4578314.0,4568509.0,4542724.0,IN,7,64,169,223,408,1,6,9,9,11,543,0.8%,507,<20
Private,IN,TBD,2142.0,435,39.4828386,-87.3240403,Rose-Hulman Institute of Technology,"5500 Wabash Avenue, Terre Haute, Indiana 47803-3920",City: Small,Yes,42638316.0,21129.0,6136653.00 ,6480.00 ,2000,38,196,4,47803,Terre Haute,Vigo,0.0,0.0,0,0,0,0,49005.0,66408.0,48507.0,690.0,0.402385705982,0.554070105386,34509.0,35318.0,35940.0,37443.0,38970.0,4497328.0,4645936.0,4578314.0,4568509.0,4542724.0,IN,7,64,169,223,408,1,6,9,9,11,543,0.8%,507,<20
Private,IN,Fully in person,1035.0,435,39.505471299999996,-87.46382539999998,Saint Mary-of-the-Woods College,"1 St Mary of Woods Coll, Saint Mary of the Woods, Indiana 47876-1099",Rural: Fringe,Yes,12989838.0,19741.0,4197205.00 ,8103.00 ,767,327,177,4,47876,Saint Mary Of The Woods,Vigo,0.0,0.0,0,0,0,0,29725.5,45307.5,12780.0,0.0,0.402385705982,0.554070105386,34509.0,35318.0,35940.0,37443.0,38970.0,4497328.0,4645936.0,4578314.0,4568509.0,4542724.0,IN,7,64,169,223,408,1,6,9,9,11,543,0.8%,507,<20
Private,IN,Primarily online,2218.0,976,41.077818,-85.116851,Indiana Tech,"1600 E Washington Blvd, Fort Wayne, Indiana 46803-1228",City: Large,Yes,25518521.0,19259.0,8383285.00 ,7445.00 ,1576,647,479,4,46803,Fort Wayne,Allen,0.0,0.0,0,0,0,0,26770.0,40824.5,10026.0,0.0,0.37878548841799997,0.5748180564800001,40471.0,42432.0,43216.0,44182.0,46288.0,18087674.0,18874695.0,18938297.0,19105381.0,19716158.0,IN,31,565,1608,2668,3506,2,55,77,120,165,3725,5.2%,982,160
Public,IN,Hybrid,10139.0,976,41.1173345,-85.1077816,Purdue University Fort Wayne,"2101 E Coliseum Blvd, Fort Wayne, Indiana 46805-1499",City: Large,Yes,35810392.0,6614.0,18158622.00 ,5646.00 ,9697,511,624,4,46805,Fort Wayne,Allen,20160.5,8395.5,5682,13710,671,671,0.0,22136.5,,,0.37878548841799997,0.5748180564800001,40471.0,42432.0,43216.0,44182.0,46288.0,18087674.0,18874695.0,18938297.0,19105381.0,19716158.0,IN,31,565,1608,2668,3506,2,55,77,120,165,3725,5.2%,982,160
Private,IN,Fully online,652.0,976,41.172328,-85.106504,Purdue University Fort Wayne,"2101 E Coliseum Blvd, Fort Wayne, Indiana 46805-1499",City: Large,Yes,35810392.0,6614.0,18158622.00 ,5646.00 ,9697,511,624,4,46805,Fort Wayne,Allen,20160.5,8395.5,5682,13710,671,671,0.0,22136.5,,,0.37878548841799997,0.5748180564800001,40471.0,42432.0,43216.0,44182.0,46288.0,18087674.0,18874695.0,18938297.0,19105381.0,19716158.0,IN,31,565,1608,2668,3506,2,55,77,120,165,3725,5.2%,982,160
Public,IN,Primarily online,43503.0,470,39.175448700000004,-86.512627,Indiana University -Bloomington,"107 South Indiana Ave., Bloomington, Indiana 47405-7000",City: Small,Yes,245701926.0,11541.0,63227707.00 ,6034.00 ,33084,10176,2980,4,47405,Bloomington,Monroe,35264.75,10637.25,9501,31932,1372,1372,0.0,24918.0,,,0.593217985874,0.356229283446,35012.0,36735.0,38193.0,40303.0,42212.0,5691491.0,5653521.0,5751130.0,5962418.0,6080616.0,IN,26,123,167,246,656,0,8,12,30,33,708,1%,477,30
Public,IN,Primarily online,3123.0,976,40.4594451,-86.13165509999997,Indiana University -Kokomo,"2300 S Washington St, Kokomo, Indiana 46902-9003",City: Small,No,12865154.0,6711.0,7886475.00 ,6470.00 ,2969,195,237,4,46902,Kokomo,Howard,19274.75,7287.75,7264,17113,632,632,0.0,19845.75,,,0.305136855852,0.644147575774,36841.0,38063.0,39019.0,39916.0,41842.0,5029042.0,5006828.0,5023786.0,5268619.0,5253267.0,IN,15,173,408,547,784,2,6,30,59,66,855,1.2%,"1,036",65
Public,IN,TBD,3722.0,473,39.8683383,-84.88088309999998,Indiana University East,"2325 Chester Blvd, Richmond, Indiana 47374-1289",Rural: Fringe,No,12956565.0,6816.0,9761530.00 ,6899.00 ,3500,266,279,4,47374,Richmond,Wayne,19274.75,7287.75,7264,17113,632,632,0.0,19715.75,,,0.325395894428,0.626705767351,36972.0,37355.0,38510.0,39623.0,41505.0,2555032.0,2514120.0,2547446.0,2581702.0,2659403.0,IN,1,78,228,305,560,0,3,5,6,8,346,0.5%,525,<20
Public,PA,Hybrid,11483.0,317,40.6140124,-79.16146690000002,Indiana University of Pennsylvania,"1011 South Dr 201 Sutton Hall, Indiana, Pennsylvania 15705-1098",Town: Distant,Yes,41730318.0,6277.0,43190262.00 ,6507.00 ,8491,2068,823,4,15705,Indiana,Indiana,19371.25,12455.0,9288,13932,3456,3456,0.0,27963.5,,,0.303965224767,0.660517387617,35033.0,35527.0,36156.0,37668.0,39923.0,4419722.0,4107160.0,3788192.0,3843789.0,3867491.0,PA,2,63,91,108,250,0,4,5,6,6,275,0.2%,327,<20
Public,IN,TBD,5144.0,891,38.3449041,-85.819778,Indiana University Southeast,"4201 Grant Line Rd, New Albany, Indiana 47150",Suburb: Large,Yes,17068133.0,6273.0,11835685.00 ,6374.00 ,4397,485,429,4,47150,New Albany,Floyd,19274.75,7287.75,7264,17113,632,632,0.0,20719.25,,,0.374452652787,0.575607790463,47171.0,49907.0,52765.0,53344.0,55480.0,2369357.0,2425417.0,2534222.0,2530820.0,2600472.0,IN,20,179,320,364,639,0,17,41,46,46,740,1%,942,45
Public,NM,Primarily online,589.0,400,35.5870222,-106.00871540000001,Institute of American Indian Arts,"83 Avan Nu Po Road, Santa Fe, New Mexico 87508-1300",Rural: Fringe,Yes,2974282.0,10327.0,0.00 ,_,557,48,77,4,87508,Santa Fe,Santa Fe,0.0,0.0,0,0,0,0,4965.0,21222.5,12000.0,795.0,0.712822122656,0.20259125025,50557.0,51894.0,54386.0,55273.0,58510.0,5811363.0,5835174.0,5810487.0,5748226.0,5825345.0,NM,38,100,140,238,551,0,0,3,3,3,597,2.8%,397,<20
Public,NM,Fully online,926.0,748,36.004057,-106.08443999999999,Northern New Mexico College,"921 Paseo de Onate, Espanola, New Mexico 87532",Town: Distant,No,4337793.0,5815.0,452769.00 ,4716.00 ,1119,0,105,4,87532,Espanola,Santa Fe,13500.75,4807.25,2652,3969,1281,1281,0.0,18405.75,,,0.712822122656,0.20259125025,50557.0,51894.0,54386.0,55273.0,58510.0,5811363.0,5835174.0,5810487.0,5748226.0,5825345.0,NM,38,100,140,238,551,0,0,3,3,3,597,2.8%,397,<20
Public,NM,Primarily online,4207.0,400,35.605400200000005,-105.9979037,Santa Fe Community College ,"6401 Richards Ave, Santa Fe, New Mexico 87508-4887",Suburb: Small,No,5942242.0,5268.0,447360.00 ,5886.00 ,4110,0,379,2,87508,Santa Fe,Santa Fe,4372.5,2100.0,0,0,0,0,0.0,22395.75,,,0.712822122656,0.20259125025,50557.0,51894.0,54386.0,55273.0,58510.0,5811363.0,5835174.0,5810487.0,5748226.0,5825345.0,NM,38,100,140,238,551,0,0,3,3,3,597,2.8%,397,<20
Private,NM,Hybrid,371.0,400,35.666789,-105.912226,St John's College ,"1160 Camino Cruz Blanca, Santa Fe, New Mexico 87505-4599",Rural: Fringe,Yes,12703396.0,40457.0,1125631.00 ,11975.00 ,317,46,48,4,87505,Santa Fe,Santa Fe,0.0,0.0,0,0,0,0,48267.75,61831.75,27550.0,932.0,0.712822122656,0.20259125025,50557.0,51894.0,54386.0,55273.0,58510.0,5811363.0,5835174.0,5810487.0,5748226.0,5825345.0,NM,38,100,140,238,551,0,0,3,3,3,597,2.8%,397,<20
Public,IA,Primarily in person,5390.0,1934,42.490332200000005,-94.2040362,Iowa Central Community College,"One Triton Circle, Fort Dodge, Iowa 50501",Town: Remote,Yes,12742502.0,4858.0,12632510.00 ,6015.00 ,5237,0,373,2,50501,Fort Dodge,Webster,7970.0,5580.0,0,0,0,0,0.0,16476.25,,,0.36504437612400004,0.582922443297,42161.0,43303.0,43868.0,42623.0,45496.0,2088922.0,2194846.0,2137710.0,2074199.0,2097183.0,IA,1,5,39,161,684,0,0,1,2,5,768,1.6%,"2,139",<20
Public,IA,TBD,2051.0,1864,43.3973064,-94.8174126,Iowa Lakes Community College,"19 S 7th St, Estherville, Iowa 51334-2295",Town: Remote,Yes,4282921.0,5249.0,3206156.00 ,5509.00 ,2035,0,124,2,51334,Estherville,Emmet,6644.0,6292.0,0,0,0,0,0.0,17193.0,,,0.288081580625,0.663055024432,41343.0,43449.0,40404.0,43177.0,43501.0,443097.0,459816.0,369340.0,417605.0,363045.0,IA,0,0,14,75,171,0,0,0,0,1,185,0.4%,"2,009",<20
Public,IA,Primarily in person,34992.0,1139,42.0266573,-93.6464516,Iowa State University,"1750 Beardshear Hall, Ames, Iowa 50011-2103",City: Small,Yes,169430072.0,7889.0,84224622.00 ,5966.00 ,28294,5078,2547,4,50011,Ames,Story,22988.75,8790.75,9758,24720,1232,1232,0.0,20933.0,,,0.512880801472,0.39073809037,37519.0,38735.0,39179.0,39976.0,41885.0,4707523.0,4716210.0,4627378.0,4744881.0,4814640.0,IA,2,27,111,699,1084,0,1,1,3,13,1131,2.4%,"1,165",<20
Private,IA,TBD,616.0,557,40.9729533,-91.5526513,Iowa Wesleyan University,"601 N Main Street, Mount Pleasant, Iowa 52641",Town: Remote,Yes,5921574.0,12493.0,1431895.00 ,3580.00 ,593,29,102,4,52641,Mount Pleasant,Henry,30419.0,24535.0,0,0,0,0,0.0,39663.25,5940.0,0.0,0.311975016153,0.620719362481,38084.0,38638.0,39595.0,40373.0,43223.0,771273.0,750872.0,744410.0,751270.0,798306.0,IA,3,32,71,82,108,0,1,1,3,3,117,0.2%,586,<20
Public,IA,Hybrid,5962.0,1290,41.272828999999994,-95.801108,Iowa Western Community College,"2700 College Rd, Council Bluffs, Iowa 51503-1057",City: Small,Yes,14338073.0,5417.0,16817199.00 ,6256.00 ,5977,0,375,2,51503,Council Bluffs,Pottawattamie,5992.0,5832.0,0,0,0,0,0.0,19212.5,,,0.363306967271,0.5788140008529999,39852.0,42523.0,42593.0,43184.0,45604.0,4280634.0,4553463.0,4611782.0,4445608.0,4637631.0,IA,3,33,259,692,1137,0,2,8,11,21,1265,2.7%,"1,357",25
Public,NC,TBD,1941.0,965,35.337789799999996,-81.91370169999998,Isothermal Community College,"286 ICC Loop Road, Spindale, North Carolina 28160-0804",Town: Distant,No,5998812.0,6262.0,0.00 ,_,2086,0,194,2,28160,Spindale,Rutherford,8150.0,2390.0,0,0,0,0,0.0,19871.25,,,0.250335976347,0.728867087757,29302.0,30057.0,30524.0,31351.0,32764.0,1583411.0,1560750.0,1578507.0,1588194.0,1643630.0,NC,1,139,182,308,626,0,6,7,9,14,668,0.5%,997,<20
Public,MN,Primarily in person,1195.0,285,47.2415549,-93.4954985,Itasca Community College,"1851 East Highway 169, Grand Rapids, Minnesota 55744-3397",Town: Remote,Yes,3544045.0,4842.0,2191135.00 ,5561.00 ,1062,0,54,2,55744,Grand Rapids,Itasca,6536.5,5348.5,0,0,0,0,0.0,17769.0,,,0.38118393234700004,0.5463002114159999,37927.0,40057.0,39935.0,40982.0,43685.0,2120795.0,1924535.0,2038701.0,1985494.0,2079149.0,MN,1,5,54,65,123,0,0,10,12,12,135,0.2%,299,<20
Public,MS,Primarily online,4930.0,1308,34.276794,-88.412234,Itawamba Community College,"602 W Hill Street, Fulton, Mississippi 38843-1099",Town: Remote,Yes,16832929.0,4183.0,3289391.00 ,4433.00 ,4768,0,308,2,38843,Fulton,Itawamba,5145.0,2945.0,0,0,0,0,0.0,10931.25,,,0.114178949554,0.870354992734,31071.0,31635.0,32441.0,33582.0,34734.0,504416.0,491718.0,490629.0,487338.0,486520.0,MS,3,57,87,122,288,0,3,7,8,9,337,0.5%,"1,441",<20
Public,VA,Primarily online,8737.0,1108,37.6375208,-77.4730666,J Sargeant Reynolds Community College,"1651 East Parham Road, Richmond, Virginia 23228-2327",Suburb: Large,No,12870268.0,3337.0,5375571.00 ,5799.00 ,8711,0,460,2,23228,Henrico,Henrico,10851.25,4912.0,0,0,0,0,0.0,17252.0,,,0.577991677266,0.368435350629,57327.0,59999.0,61381.0,64355.0,66836.0,23153000.0,24069678.0,24244164.0,24762945.0,25115683.0,VA,44,876,1754,2591,3509,3,100,133,141,178,3654,3.9%,"1,105",182
Public,VA,Primarily in person,34683.0,286,37.22838429999999,-80.42341669999998,Virginia Tech,"2000 Westmoreland Street, Suite A, Richmond, Virginia 23230",Suburb: Large,No,1505901.0,4889.0,1933273.00 ,7323.00 ,513,0,44,2,23230,Richmond,Henrico,0.0,0.0,0,0,0,0,14206.75,30151.25,,,0.577991677266,0.368435350629,57327.0,59999.0,61381.0,64355.0,66836.0,23153000.0,24069678.0,24244164.0,24762945.0,25115683.0,VA,44,876,1754,2591,3509,3,100,133,141,178,3654,3.9%,"1,105",182
Public,AL,TBD,831.0,1407,34.771766299999996,-86.57331500000001,Reid State Technical College,"100 and Hwy 83, Evergreen, Alabama 36401",Rural: Fringe,No,1584592.0,4203.0,0.00 ,_,489,0,45,2,36401,Evergreen,Conecuh,8370.0,4650.0,0,0,0,0,0.0,12400.0,,,0.469050894085,0.521626165368,29059.0,30102.0,30308.0,31267.0,32656.0,457751.0,466177.0,464317.0,456696.0,449646.0,AL,0,9,39,180,365,0,0,1,6,10,397,0.4%,"3,290",<20
Public,AL,Primarily online,396.0,3077,31.0059794,-87.49602540000002,Reid State Technical College,"100 and Hwy 83, Evergreen, Alabama 36401",Rural: Fringe,No,1584592.0,4203.0,0.00 ,_,489,0,45,2,36401,Evergreen,Conecuh,8370.0,4650.0,0,0,0,0,0.0,12400.0,,,0.469050894085,0.521626165368,29059.0,30102.0,30308.0,31267.0,32656.0,457751.0,466177.0,464317.0,456696.0,449646.0,AL,0,9,39,180,365,0,0,1,6,10,397,0.4%,"3,290",<20
Public,TN,TBD,4862.0,910,35.2153,-88.2463439,Jackson State Community College,"2046 North Pky, Jackson, Tennessee 38301-3797",City: Small,No,16810358.0,3941.0,0.00 ,_,4899,0,270,2,38301,Jackson,Madison,16300.75,4174.75,0,0,0,0,0.0,20952.75,,,0.408802033683,0.564585319352,37055.0,38890.0,39965.0,40781.0,42720.0,4999524.0,5028505.0,5104444.0,5207837.0,5306184.0,TN,5,135,175,247,739,0,1,2,2,11,912,0.8%,931,<20
Private,TN,Hybrid,1232.0,910,35.62777500000001,-88.80611329999998,Lane College,"545 Lane Ave, Jackson, Tennessee 38301-4598",City: Small,Yes,20295610.0,18268.0,9811749.00 ,9093.00 ,1267,0,66,4,38301,Jackson,Madison,0.0,0.0,0,0,0,0,11065.0,21972.5,,,0.408802033683,0.564585319352,37055.0,38890.0,39965.0,40781.0,42720.0,4999524.0,5028505.0,5104444.0,5207837.0,5306184.0,TN,5,135,175,247,739,0,1,2,2,11,912,0.8%,931,<20
Private,TX,TBD,511.0,1509,31.9658653,-95.281301,Jacksonville College ,"105 B J Albritton Dr, Jacksonville, Texas 75766-4759",Town: Distant,Yes,2475418.0,9484.0,45500.00 ,1820.00 ,476,0,37,2,75766,Jacksonville,Cherokee,0.0,0.0,0,0,0,0,7975.0,17792.0,,,0.207532483085,0.772169331178,32193.0,33208.0,33310.0,33534.0,34468.0,1414582.0,1466988.0,1567759.0,1514989.0,1529074.0,TX,2,14,44,148,746,0,1,2,2,4,783,0.2%,"1,487",<20
Public,AL,Primarily online,8479.0,1373,33.8230953,-85.7681921,Jacksonville State University,"700 Pelham Road North, Jacksonville, Alabama 36265",Suburb: Small,Yes,41331145.0,8397.0,27659007.00 ,6193.00 ,7749,1272,494,4,36265,Jacksonville,Calhoun,16914.5,8886.5,9600,19200,1000,1000,0.0,20784.0,,,0.278558763931,0.6923969942589999,33112.0,34182.0,34774.0,35721.0,37120.0,3881163.0,3810823.0,3862408.0,3861148.0,3950436.0,AL,9,93,154,276,1336,0,3,3,5,8,1741,1.8%,"1,533",<20
Public,NC,TBD,1113.0,3280,34.9469494,-77.9770461,James Sprunt Community College,"133 James Sprunt Drive, Kenansville, North Carolina 28349",Rural: Distant,No,6266812.0,7569.0,0.00 ,_,1266,0,112,2,28349,Kenansville,Duplin,8690.0,2546.0,0,0,0,0,0.0,14840.75,,,0.39784476481700004,0.589825736615,32425.0,32588.0,31797.0,33900.0,33619.0,2198923.0,2232948.0,2191274.0,2235975.0,2122949.0,NC,1,92,794,1468,1900,0,0,12,27,42,1939,1.5%,"3,301",43
Public,NY,Primarily online,4476.0,179,42.115968200000005,-79.2200873,Jamestown Community College,"525 Falconer St, Jamestown, New York 14701",Town: Distant,Yes,12218487.0,6455.0,4343206.00 ,5146.00 ,4467,0,376,2,14701,Jamestown,Chautauqua,10602.5,5780.0,0,0,0,0,0.0,19275.0,,,0.34995241084600004,0.595735201798,36101.0,37323.0,37741.0,40102.0,40759.0,4836732.0,4812366.0,4720719.0,4846451.0,4795711.0,NY,5,33,83,127,224,0,1,3,4,5,234,0.1%,184,<20
Private,TX,Fully online,964.0,664,32.5891917,-95.1797935,Jarvis Christian College,"PR 7631,Hwy 80 E, Hawkins, Texas 75765-1470",Rural: Distant,Yes,8752411.0,9693.0,5110595.00 ,6860.00 ,867,0,59,4,75765,Hawkins,Wood,0.0,0.0,0,0,0,0,11720.0,24560.0,,,0.140727233723,0.84098466159,35846.0,36586.0,36160.0,36996.0,38152.0,1549271.0,1599054.0,1580861.0,1657467.0,1643737.0,TX,0,8,29,82,276,0,0,1,5,5,291,0.1%,639,<20
Public,NY,Primarily online,3277.0,117,43.992231,-75.934691,Jefferson Community College,"1220 Coffeen St, Watertown, New York 13601-1897",City: Small,Yes,9456024.0,5428.0,5655079.00 ,5396.00 ,2984,0,196,2,13601,Watertown,Jefferson,14156.0,4238.0,0,0,0,0,0.0,21072.0,,,0.358666783411,0.582173189738,42753.0,43179.0,43674.0,45476.0,46924.0,6300006.0,6064487.0,5870512.0,5929646.0,5910020.0,NY,11,61,74,86,128,0,0,0,0,0,134,0.0 %,122,<20
Public,IL,TBD,4040.0,489,37.7484016,-89.0911838,John A Logan College,"700 Logan College Drive, Carterville, Illinois 62918-2500",Suburb: Small,No,8547332.0,3926.0,0.00 ,_,3744,0,202,2,62918,Carterville,Williamson,6053.0,5393.0,0,0,0,0,0.0,15803.5,,,0.271752275476,0.684329450703,39973.0,41046.0,41324.0,42427.0,44509.0,2654321.0,2637918.0,2662912.0,2700573.0,2796011.0,IL,1,31,66,115,289,0,0,1,4,5,364,0.2%,547,<20
Private,AR,TBD,2516.0,1748,36.19053579999999,-94.559179,John Brown University,"2000 W University St, Siloam Springs, Arkansas 72761",Town: Distant,Yes,24260042.0,17037.0,5407997.00 ,6430.00 ,1777,542,167,4,72761,Siloam Springs,Benton,0.0,0.0,0,0,0,0,26516.0,39306.0,14400.0,0.0,0.29591988288000004,0.644490887102,74292.0,78852.0,82031.0,84658.0,88890.0,11452652.0,11874454.0,12095992.0,12846262.0,13245065.0,AR,38,102,507,2723,4408,0,0,2,18,35,4663,9.9%,"1,670",40
Public,AR,Primarily online,7979.0,1748,36.358598,-94.172471,NorthWest Arkansas Community College,"One College Drive, Bentonville, Arkansas 72712-5091",City: Small,No,13728956.0,3100.0,5547889.00 ,4726.00 ,8383,0,492,2,72712,Bentonville,Benton,4654.0,4507.75,0,0,0,0,0.0,18733.0,,,0.29591988288000004,0.644490887102,74292.0,78852.0,82031.0,84658.0,88890.0,11452652.0,11874454.0,12095992.0,12846262.0,13245065.0,AR,38,102,507,2723,4408,0,0,2,18,35,4663,9.9%,"1,670",40
Public,VA,Primarily online,10144.0,1184,37.34660909999999,-77.40779739999998,John Tyler Community College,"13101 Jefferson Davis Hwy, Chester, Virginia 23831-5316",Suburb: Large,No,9664551.0,3027.0,4061033.00 ,5121.00 ,10152,0,417,2,23831,Chester,Chesterfield,10609.5,4670.25,0,0,0,0,0.0,18459.75,,,0.462056729497,0.48456254849200003,46996.0,49559.0,50348.0,52024.0,53695.0,13933586.0,14497388.0,14780976.0,14984747.0,15281992.0,VA,21,531,1461,2897,3877,0,20,35,50,71,4097,4.4%,"1,161",75
Public,IL,TBD,1924.0,638,39.913793,-91.3364,John Wood Community College,"1301 S 48th Street, Quincy, Illinois 62305-8736",Rural: Fringe,No,5463992.0,4313.0,2015480.00 ,4325.00 ,1934,0,174,2,62305,Quincy,Adams,8122.5,8122.5,0,0,0,0,0.0,16047.5,,,0.240258105131,0.7155177840729999,40921.0,42061.0,42923.0,44055.0,46886.0,3146688.0,3184014.0,3120703.0,3139643.0,3284870.0,IL,2,40,44,87,363,0,0,1,1,2,486,0.3%,743,<20
Private,IL,TBD,1086.0,638,39.9405844,-91.3854387,Quincy University,"1800 College Ave, Quincy, Illinois 62301-2699",Town: Remote,Yes,26531414.0,29252.0,3955780.00 ,6289.00 ,1042,106,102,4,62301,Quincy,Adams,0.0,0.0,0,0,0,0,28477.5,42064.75,10800.0,100.0,0.240258105131,0.7155177840729999,40921.0,42061.0,42923.0,44055.0,46886.0,3146688.0,3184014.0,3120703.0,3139643.0,3284870.0,IL,2,40,44,87,363,0,0,1,1,2,486,0.3%,743,<20
Private,TN,Fully in person,1088.0,861,35.936694,-83.74995899999999,Johnson University,"7900 Johnson Dr, Knoxville, Tennessee 37998",Rural: Fringe,Yes,5010228.0,7708.0,3130611.00 ,6495.00 ,725,312,114,4,37998,Knoxville,Knox,0.0,0.0,0,0,0,0,15462.5,25764.0,10350.0,320.0,0.35065768188100005,0.589760467685,43499.0,45464.0,46360.0,47574.0,49738.0,21960289.0,22659410.0,23336125.0,23678562.0,24573575.0,TN,52,228,402,967,3760,0,5,5,5,31,4032,3.6%,857,36
Public,TN,Primarily online,10894.0,861,35.947631,-84.16675479999998,Pellissippi State Community College,"10915 Hardin Valley Road, Knoxville, Tennessee 37933-0990",Suburb: Large,No,30586480.0,3843.0,3804564.00 ,4896.00 ,10694,0,583,2,37933,Knoxville,Knox,16268.75,4229.25,0,0,0,0,0.0,16754.25,,,0.35065768188100005,0.589760467685,43499.0,45464.0,46360.0,47574.0,49738.0,21960289.0,22659410.0,23336125.0,23678562.0,24573575.0,TN,52,228,402,967,3760,0,5,5,5,31,4032,3.6%,857,36
Public,TN,Hybrid,28894.0,861,35.9544013,-83.92945639999998,University of Tennessee -Knoxville,"527 Andy Holt Tower, Knoxville, Tennessee 37996",City: Midsize,Yes,164742005.0,9750.0,57638208.00 ,6425.00 ,23290,6170,2045,4,37996,Knoxville,Knox,31406.0,12991.0,11468,29656,1912,1912,0.0,31169.0,,,0.35065768188100005,0.589760467685,43499.0,45464.0,46360.0,47574.0,49738.0,21960289.0,22659410.0,23336125.0,23678562.0,24573575.0,TN,52,228,402,967,3760,0,5,5,5,31,4032,3.6%,857,36
Private,FL,Primarily online,204.0,2594,28.302483799999997,-81.3626275,Johnson University Florida,"1011 Bill Beck Blvd, Kissimmee, Florida 34744",Suburb: Large,Yes,1839336.0,9384.0,838546.00 ,6258.00 ,182,0,28,4,34744,Kissimmee,Osceola,0.0,0.0,0,0,0,0,15490.0,25009.5,10350.0,200.0,0.609275544538,0.358991577428,28781.0,30363.0,31280.0,32315.0,33346.0,7343681.0,7709041.0,7896106.0,8143986.0,8374889.0,FL,94,478,698,2026,8281,1,7,19,24,64,9286,1.8%,"2,471",96
Public,NC,Hybrid,4047.0,1599,35.5020519,-78.33104569999998,Johnston Community College,"245 College Road, Smithfield, North Carolina 27577-2350",Rural: Fringe,No,7362665.0,5450.0,0.00 ,_,4054,0,337,2,27577,Smithfield,Johnston,8769.0,2625.0,0,0,0,0,0.0,18864.5,,,0.332962757087,0.639622485305,34915.0,36244.0,37337.0,38249.0,39922.0,4180820.0,4218400.0,4290371.0,4443268.0,4571119.0,NC,11,150,440,1541,2899,1,12,21,32,44,3085,2.4%,"1,474",43
