state,county,trump_percent,clinton_percent
Alabama,Marion,0.8682994454713494,0.11028958718422674
Alabama,Marshall,0.8277551251557368,0.1392286782195039
Alabama,Mobile,0.5506405691889983,0.417895413258306
Alabama,Monroe,0.564209911401032,0.4217700321292961
Alabama,Montgomery,0.35464861594943575,0.6144892467510795
Alabama,Morgan,0.7401863991785799,0.22221783429428954
Alabama,Perry,0.26657824933687,0.7245168624478969
Alabama,Pickens,0.5717878851393837,0.41626493397610564
Alabama,Pike,0.5842193195625759,0.3839611178614824
Alabama,Randolph,0.756356140178659,0.2248944733483852
Alabama,Russell,0.47829248026589116,0.49745533859576235
Alabama,St. Clair,0.8242447916666666,0.145546875
Alabama,Shelby,0.7211566950441464,0.22692436842001304
Alabama,Sumter,0.2466073935423491,0.740290126345344
Alabama,Talladega,0.617056305564702,0.3628281497889664
Alabama,Tallapoosa,0.6976290670224776,0.2832289849122447
Alabama,Tuscaloosa,0.577061668681983,0.38406287787182586
Alabama,Walker,0.82335776330076,0.15258550488599348
Alabama,Washington,0.7080745341614907,0.2782139927340912
Alabama,Wilcox,0.28391631252043154,0.709218698921216
Alabama,Winston,0.8947929797343159,0.08455347619509357
Arizona,Apache,0.2978923393948158,0.6175843245001988
Arizona,Cochise,0.5616714985504349,0.3488953314005798
Arizona,Coconino,0.35307105580088316,0.5420179312190553
Arizona,Gila,0.3864621086192332,0.19083303812300734
Arizona,Graham,0.39520338816113465,0.1625627893233527
Arizona,Greenlee,0.3644067796610169,0.2103235747303544
Arizona,La Paz,0.6726600571332549,0.2646614014451353
Arizona,Maricopa,0.4766837560609095,0.44832998901669435
Arizona,Mohave,0.7290444441664686,0.21834306943697385
Arizona,Navajo,0.5106715640045665,0.4084727254678116
Arizona,Pima,0.3970875628498245,0.5328265819182241
Arizona,Pinal,0.5621092121717383,0.3696910749849474
Arizona,Santa Cruz,0.2371447696707844,0.7113734558510315
Arizona,Yavapai,0.6232415902140673,0.3109654871122761
Arizona,Yuma,0.47472175061309185,0.46415770609318996
Arkansas,Arkansas,0.6159047005795235,0.312137797810689
Arkansas,Ashley,0.6603983669429667,0.2979091921316343
Arkansas,Baxter,0.7427906506121623,0.21091773752909035
Arkansas,Benton,0.628676774353466,0.2892361398000496
Arkansas,Boone,0.7594190304760723,0.18161504562100428
Arkansas,Bradley,0.5923898165891048,0.36052559540104023
Arkansas,Calhoun,0.6857646540326134,0.28162185985015425
Arkansas,Carroll,0.6307863915225879,0.31065253764640266
Arkansas,Chicot,0.4109195402298851,0.5627394636015326
Arkansas,Clark,0.5165376495425756,0.4245836265540699
Arkansas,Clay,0.7271153846153846,0.23057692307692307
Arkansas,Cleburne,0.7826230864708316,0.17385188249896566
Arkansas,Cleveland,0.7340488968395945,0.21556350626118068
Arkansas,Columbia,0.6139304602227973,0.3533250815798357
Arkansas,Conway,0.6117068247760817,0.3350573987637189
Arkansas,Craighead,0.6435217721305484,0.29623590925702076
Arkansas,Crawford,0.7432516703786192,0.1999109131403118
Arkansas,Crittenden,0.43655967903711135,0.5272066198595787
Arkansas,Cross,0.6668606342740763,0.29080593540878674
Arkansas,Dallas,0.5445687477444966,0.4204258390472754
Arkansas,Desha,0.4507869391590322,0.5233732675593141
Arkansas,Drew,0.6016679302501895,0.35860500379075055
Arkansas,Faulkner,0.617459549308814,0.3078039851032045
Arkansas,Franklin,0.7443131462333825,0.20324963072378138
Arkansas,Fulton,0.7273679798826488,0.2235959765297569
Arkansas,Garland,0.6393089082220316,0.3017032226442838
Arkansas,Grant,0.7689724647414372,0.18441907320349227
Arkansas,Greene,0.7342465753424657,0.21034246575342466
Arkansas,Hempstead,0.6243438785643354,0.33721095190807204
Arkansas,Hot Spring,0.6841929002009377,0.26364701942397856
Arkansas,Howard,0.6754385964912281,0.28904578519469404
Arkansas,Independence,0.7298369325694138,0.21162039077420303
Arkansas,Izard,0.7419236417033774,0.20429515418502203
Arkansas,Jackson,0.6336307214895268,0.3070209464701319
Arkansas,Jefferson,0.35722561211091375,0.6090986328879278
Arkansas,Johnson,0.668459174714662,0.26635206321334504
Arkansas,Lafayette,0.6146853146853147,0.36083916083916084
Arkansas,Lawrence,0.7148636763412489,0.22216358839050132
Arkansas,Lee,0.4061467283542631,0.5733641771315268
Arkansas,Lincoln,0.641662310507057,0.32723470987977
Arkansas,Little River,0.6896881576430075,0.2672661182322556
Arkansas,Logan,0.7254134578967302,0.21651306653200353
Arkansas,Lonoke,0.7364575645756457,0.20900369003690036
Arkansas,Madison,0.7203625200994007,0.23212980558397894
Arkansas,Marion,0.7508090614886731,0.2017728999577881
Arkansas,Miller,0.7018830402088124,0.265552172021627
Arkansas,Mississippi,0.5347621932747653,0.42941532868827625
Arkansas,Monroe,0.5162968099861304,0.4549237170596394
