2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
1471128,1499857,1500460,1490048,1520452,Ellis, KS,1364885,1297646,1252447,1260240,1334012
264938,229710,226141,227348,226719,Ellsworth, KS,245150,225011,223761,250499,268384
1918996,1893785,2018161,1926680,1995782,Finney, KS,1454161,1426344,1481210,1502581,1580571
1480517,1479374,1545775,1610187,1676999,Ford, KS,1142457,1156976,1243818,1269476,1320328
797492,803174,805020,816273,809403,Franklin, KS,944623,980756,1011585,1036456,1086307
2758049,2772747,2624842,2583215,2540165,Geary, KS,1599030,1610437,1552633,1577173,1594064
164855,199354,189084,178678,178222,Gove, KS,148002,170956,162089,142947,152905
135863,134350,116364,122705,126429,Graham, KS,127374,124062,106168,108367,123664
650320,653812,815669,693589,585765,Grant, KS,399648,359618,384693,343153,341788
769513,861114,926068,827623,774123,Gray, KS,447937,426933,429902,395790,400764
76672,61646,71710,76161,103802,Greeley, KS,64259,54085,61552,61302,72627
179239,168538,164968,159929,161367,Greenwood, KS,252577,241204,242627,246776,258599
311072,295990,336120,329800,393421,Hamilton, KS,187103,143916,148861,144627,166414
314339,329169,321105,300229,302643,Harper, KS,261972,249980,250571,248748,258912
1107138,1119441,1125067,1086867,1116247,Harvey, KS,1321726,1342659,1368501,1368013,1438754
473613,410248,511287,396817,348946,Haskell, KS,303965,228694,257870,217084,210972
105683,90648,89195,76241,93517,Hodgeman, KS,90296,83445,85172,82105,89402
303891,308980,303567,312302,316146,Jackson, KS,494838,502848,510930,527959,553590
328128,331104,332355,335171,335533,Jefferson, KS,721341,741642,766095,795358,844013
116020,135064,121413,99184,110189,Jewell, KS,137730,138241,134255,128816,137584
38751572,39987062,41279166,42523370,43264041,Johnson, KS,36260392,38639161,40419175,41921702,44225223
272953,318782,319613,310724,317292,Kearny, KS,205901,204348,205589,206232,222645
316573,339872,343470,287965,293554,Kingman, KS,322015,329585,323371,305461,311198
126518,143178,143582,135292,147829,Kiowa, KS,80763,88656,95513,103761,111364
739760,753141,751234,758771,777207,Labette, KS,769722,791342,789487,800538,841021
184432,263064,258786,276917,302899,Lane, KS,132933,136469,132665,134527,146060
2529093,2547407,2529313,2523593,2560260,Leavenworth, KS,3001471,3156104,3223954,3341703,3485993
127285,119761,120720,118377,115211,Lincoln, KS,115028,109407,114888,117676,125677
500429,482331,558987,387178,416339,Linn, KS,307331,318015,324918,337316,363356
144658,137353,133641,131518,143712,Logan, KS,129462,124451,125288,126802,136092
1170792,1190211,1184861,1191689,1244636,Lyon, KS,1106626,1144421,1187510,1214121,1279340
1493568,1538048,1814155,1898548,2006354,McPherson, KS,1370528,1400603,1334935,1362470,1455839
330779,364417,385259,338903,342297,Marion, KS,443364,475261,481758,471066,494853
548007,528246,526565,533796,527146,Marshall, KS,425708,431995,434001,428336,444940
269309,284711,311650,324555,338981,Meade, KS,243976,233555,239964,251005,266431
683336,693229,726565,737315,756381,Miami, KS,1374638,1429876,1479538,1562050,1641832
387013,390805,408844,413096,394383,Mitchell, KS,307609,309918,319206,331919,336367
1426267,1305381,1716351,1836641,1939453,Montgomery, KS,1193812,1172027,1110320,1133909,1206947
182168,210025,231872,213854,183131,Morris, KS,224225,227668,235900,233883,234225
148758,161977,146158,171916,159918,Morton, KS,116856,113023,107225,115185,116398
516761,503734,542556,545453,538363,Nemaha, KS,509443,494012,514152,525816,549494
512732,489913,488811,497669,510011,Neosho, KS,580523,574887,580469,599349,629818
174359,165728,186002,204609,226040,Ness, KS,158041,144186,134567,146388,162760
242495,213428,227580,219409,220442,Norton, KS,230477,208533,223623,217541,228495
261033,249991,262963,247203,251200,Osage, KS,589668,594861,615507,620086,639264
163992,164069,170706,182964,184274,Osborne, KS,160880,157644,155513,154497,159912
131336,131820,143564,123944,128707,Ottawa, KS,218915,227679,235426,230530,239047
346022,323883,396274,286978,272632,Pawnee, KS,292076,262639,293721,252710,257383
249926,266919,303256,294204,288179,Phillips, KS,267845,290501,266345,253681,272871
1314137,1346577,1286248,1272609,1255957,Pottawatomie, KS,1101393,1158800,1232856,1218603,1276106
494002,467479,458835,520955,530550,Pratt, KS,443330,424935,420501,420490,443834
132052,133297,125294,128673,142052,Rawlins, KS,114021,120669,121968,118306,139999
2249499,2222308,2196325,2288360,2307946,Reno, KS,2302579,2354865,2350347,2466556,2562967
227671,234831,257598,218219,217272,Republic, KS,212303,209184,218013,201620,206488
463262,499523,431980,400403,443582,Rice, KS,444756,459656,399450,380000,407816
2440567,2498660,2516075,2453994,2469027,Riley, KS,2932274,3027320,2995570,3021949,3137230
219965,205631,211081,215616,219817,Rooks, KS,210615,195719,187683,186140,212364
136695,139119,124959,125497,143452,Rush, KS,142414,142027,122077,124448,137025
306512,284046,336766,338571,340325,Russell, KS,364288,320218,286415,289254,306968
2650762,2776722,2857746,2933705,2956168,Saline, KS,2367711,2469994,2533576,2608152,2719099
512555,532689,677112,687656,613415,Scott, KS,335124,313543,342657,335471,339137
24676246,25965017,27164874,27734703,28724113,Sedgwick, KS,25868327,25074168,24604872,25922684,27619954
1326244,1335459,1245933,1232004,1298434,Seward, KS,853981,858349,813742,789857,841166
8757077,8721802,8854716,8827484,9032118,Shawnee, KS,7411008,7595677,7797920,7924854,8317702
146805,130929,137685,126621,131903,Sheridan, KS,131799,120055,125599,119833,128438
225974,227698,222832,226687,273047,Sherman, KS,222201,226089,227818,234850,266376
154345,182233,175248,161807,170789,Smith, KS,151335,158479,156770,153977,163879
150220,129859,144988,123664,141068,Stafford, KS,242281,189643,178663,170513,186065
137009,126744,111749,119775,156763,Stanton, KS,118706,115213,101294,107229,126963
299434,260208,246572,254402,268179,Stevens, KS,237069,218509,200671,201679,216637
657936,657368,763770,754205,715695,Sumner, KS,855055,850745,898472,900117,920458
381305,395459,389736,414243,413995,Thomas, KS,311240,307255,307668,320305,352170
198746,211590,155967,169023,202879,Trego, KS,133987,137544,124685,127257,142133
127226,127029,127855,127022,130256,Wabaunsee, KS,315203,320083,326814,334010,348636
106330,91717,104461,118874,136715,Wallace, KS,77801,66096,71488,76476,85602
247862,251765,246993,223372,222464,Washington, KS,246551,237070,244071,235388,244879
322473,292084,370792,260805,293066,Wichita, KS,181516,147164,162967,125306,147649
318323,330042,332939,341281,347352,Wilson, KS,357607,364316,360743,356901,376345
71270,77787,75314,82177,81905,Woodson, KS,116543,110013,104436,105647,113190
11381990,11280263,10213177,10343504,10433971,Wyandotte, KS,6914731,6573971,5139073,5315989,5507718
343257,334063,323124,321031,328768,Adair, KY,538816,553539,556397,581515,601193
390137,410211,422826,414250,429841,Allen, KY,586448,621754,632670,667400,689479
434211,420867,419662,423735,434709,Anderson, KY,785792,810685,838277,865841,891137
326262,290060,263645,252110,238341,Ballard, KY,295239,291515,286192,297653,302719
1389410,1365942,1365099,1375848,1381824,Barren, KY,1450455,1524182,1507163,1561735,1618294
148415,154741,151033,151011,153922,Bath, KY,343570,356325,360147,371013,377630
710716,692212,668744,672496,668283,Bell, KY,745486,751817,741225,770005,786756
7058066,7318891,7600790,7867282,8145159,Boone, KY,5260571,5504406,5697762,5989825,6314148
733273,744961,732345,731288,744850,Bourbon, KY,809280,843805,836425,867761,895932
4325625,4048973,3521869,3948906,4208514,Boyd, KY,1708509,1752645,1733570,1777678,1877579
1109953,1121562,1142634,1149019,1172393,Boyle, KY,1016923,1057996,1065967,1094587,1137176
121282,118321,134210,137725,135668,Bracken, KY,264734,271624,282290,291568,302850
255960,239313,227452,226979,225099,Breathitt, KY,417429,420018,410334,424575,429544
358239,353258,333236,351063,349646,Breckinridge, KY,630965,651008,644100,677356,702583
1882246,1931010,2033335,2160673,2225729,Bullitt, KY,2718963,2920397,3047146,3177434,3318525
286288,330437,353326,356088,348093,Butler, KY,396484,405950,407445,430041,439612
342051,329034,342619,336463,356610,Caldwell, KY,406806,412058,420262,426440,445864
1270585,1273362,1262457,1275408,1280784,Calloway, KY,1268237,1300482,1292960,1350764,1397975
2687157,2726347,2843604,2851553,2894065,Campbell, KY,3877257,4028264,4123758,4337142,4565842
169258,159057,184440,160316,160381,Carlisle, KY,210852,202724,201845,203462,209255
1342157,1422864,1429168,1426104,1436244,Carroll, KY,404625,420792,408906,369265,390274
418991,407821,398748,398965,403150,Carter, KY,759240,798694,785719,816118,832993
285104,294882,293275,291641,296078,Casey, KY,446358,466538,465286,479620,495790
5640810,5617476,5290368,5332431,5274474,Christian, KY,2615642,2675583,2586734,2653190,2704975
1187667,1199230,1202730,1216726,1245254,Clark, KY,1292973,1334637,1352978,1405448,1444441
332993,330305,332107,331892,328743,Clay, KY,574919,597231,587338,604125,614533
277984,267365,253142,261517,270001,Clinton, KY,302621,310592,300814,309971,319528
200279,195957,196673,192069,191802,Crittenden, KY,302983,302055,295041,305018,314920
140975,144331,142886,147966,158340,Cumberland, KY,205719,216731,217886,224588,236719
4097911,4009903,3942353,3999442,4067175,Daviess, KY,3846616,3981889,3935917,4064026,4221469
143133,140862,144948,143980,144647,Edmonson, KY,341316,357448,366883,386326,395879
69704,69935,70494,72313,71457,Elliott, KY,151779,160231,157560,164682,168791
197230,196706,191779,192273,189800,Estill, KY,419124,431941,429286,439017,448021
18004176,18688907,19071470,19038234,19202370,Fayette, KY,13982015,14700942,14865732,15602893,16247217
282116,273588,262228,265919,271775,Fleming, KY,453556,464458,456065,473187,484006
1042091,1057043,1043654,1078687,1056986,Floyd, KY,1247376,1250260,1238165,1295908,1325391
3096125,3130442,3214004,3139636,3228327,Franklin, KY,1923660,2017662,2068848,2056334,2122046
226418,214841,200953,202473,195791,Fulton, KY,205295,204632,195744,202175,206333
341288,375762,387483,358545,357027,Gallatin, KY,246144,253938,255998,271840,283196
206610,212057,201843,199394,204461,Garrard, KY,534319,560069,567289,590051,603416
446446,452276,470195,470354,469275,Grant, KY,770299,795944,829240,869524,906686
1130033,1119325,1116481,1187750,1174116,Graves, KY,1321000,1330464,1326169,1392327,1422915
613350,642063,642590,668725,662447,Grayson, KY,788905,817551,825269,855093,883871
154984,153699,143527,155480,150893,Green, KY,338231,354324,357126,378607,381969
728551,730103,706302,704707,724722,Greenup, KY,1317680,1348078,1324469,1367844,1443621
869455,914973,942511,833590,824556,Hancock, KY,304970,310867,299973,312059,323423
4742290,4575889,4595481,4723036,4763191,Hardin, KY,4186580,4256106,4387875,4562934,4792121
681786,608935,574442,569723,568852,Harlan, KY,778280,783345,767733,791749,815438
440119,437267,458049,447737,455479,Harrison, KY,578230,602129,616305,640206,655151
450344,482173,481915,493184,500613,Hart, KY,528642,560625,563852,587175,607508
1964619,1947046,1983475,1927128,1917354,Henderson, KY,1677780,1710912,1700219,1762836,1818657
344862,364746,366756,358080,365170,Henry, KY,528774,555922,568137,587552,611717
227091,204456,211743,213077,218142,Hickman, KY,209322,188436,177126,192748,198557
1873114,1685754,1609850,1588555,1525769,Hopkins, KY,1698477,1722842,1705644,1761086,1768301
169364,161745,160644,153462,155025,Jackson, KY,348625,362781,364618,373556,381101
46494154,47191298,48115832,48991855,49831577,Jefferson, KY,34074453,35946636,36728233,38419251,40017970
1409434,1410397,1431319,1482306,1503480,Jessamine, KY,1933141,2059759,2239734,2257634,2343908
434350,419585,406733,408723,403777,Johnson, KY,709026,728825,714953,722422,738416
6372481,6366621,6611468,6611565,6947960,Kenton, KY,7928084,8356549,8857241,9114305,9627945
289602,274983,223316,209899,210393,Knott, KY,449815,451534,440204,444514,455569
616929,588773,583276,584762,577658,Knox, KY,871784,895510,889323,902905,921298
198475,196042,201321,195117,194582,Larue, KY,450493,473176,480758,504215,522563
1848229,1859409,1909331,1960167,1990777,Laurel, KY,1787389,1863288,1907349,1993860,2057936
449219,411751,308179,302934,315702,Lawrence, KY,469865,483970,469130,476604,492886
134542,131378,129564,125759,133468,Lee, KY,200527,206540,203739,205260,212093
173659,170826,161986,160905,160409,Leslie, KY,317820,322730,315608,326095,331915
444714,404839,356917,347871,363118,Letcher, KY,669425,679215,652007,656128,675624
178209,177167,168741,168300,168650,Lewis, KY,377264,367849,386800,401144,413033
377599,382469,395092,394834,393493,Lincoln, KY,695912,724410,725203,753441,773786
318579,299715,287657,294497,279110,Livingston, KY,314237,324324,334437,341132,349273
1103169,1227146,1235117,1209259,1193555,Logan, KY,852893,894791,892838,945684,971747
173265,173248,179267,195522,189106,Lyon, KY,255300,266954,270970,281469,293547
3721949,3700034,3742652,3622083,3679761,McCracken, KY,2891506,3083892,3145623,3037190,3161638
222858,221557,222330,225736,225837,McCreary, KY,406806,425226,420939,436033,449741
285450,286556,298483,318820,331604,McLean, KY,367626,349578,341704,367565,384915
2571748,2575607,2581961,2583441,2634589,Madison, KY,2864071,2962531,3046592,3161351,3269589
186246,153543,140825,134596,139446,Magoffin, KY,360819,365985,358871,369301,377493
671601,664483,673604,685475,710662,Marion, KY,603617,629873,641377,675994,700162
1200240,1134531,1131830,1148245,1154718,Marshall, KY,1156603,1205943,1210697,1236950,1298329
375075,366207,355841,325430,305534,Martin, KY,321234,313348,312428,332274,337880
1031262,907580,991158,935037,972077,Mason, KY,608449,636991,646097,669379,695271
455914,442904,447045,430697,435899,Meade, KY,984586,1021957,1052548,1092893,1149351
78292,76532,76260,77323,78518,Menifee, KY,175752,184737,186767,192258,195495
864163,912096,965305,899479,923901,Mercer, KY,729180,750831,765143,789092,808817
178945,179173,173301,185724,186698,Metcalfe, KY,279923,291908,294125,309019,316064
259126,275501,278600,284461,287913,Monroe, KY,352730,367859,363521,379307,389972
882515,903218,891325,891219,894854,Montgomery, KY,887523,918176,923650,950590,980093
226645,220998,232272,236300,236315,Morgan, KY,328473,335828,340626,348497,358064
1620179,1504308,1311811,1228479,1258930,Muhlenberg, KY,1007180,1032982,1000839,1039268,1042996
1480069,1493343,1485673,1529638,1586803,Nelson, KY,1625203,1727042,1863403,1868739,1945996
82334,80927,80076,77447,77822,Nicholas, KY,219882,231875,230263,240888,243635
931055,883878,826263,842955,848711,Ohio, KY,726917,744383,741334,767037,801179
1307054,1359293,1427548,1489256,1512023,Oldham, KY,3341770,3609535,3795174,3991294,4190233
178356,182661,187209,177875,168567,Owen, KY,327383,343919,345742,355248,369267
50317,51530,51987,51191,51822,Owsley, KY,126949,134210,132988,136017,140805
257411,251302,243906,250174,246250,Pendleton, KY,624251,652739,677000,647442,635740
1141307,1105110,966630,979952,960216,Perry, KY,958843,977512,954586,979365,1005131
2561671,2695598,2683994,2736164,2703199,Pike, KY,2020110,2034452,1996500,2071458,2121097
195172,198788,197116,196627,197292,Powell, KY,346769,361485,366107,383277,391903
1916278,1960052,1988824,2003173,2051058,Pulaski, KY,2080306,2195394,2208719,2287047,2392580
26387,24690,26076,25335,25531,Robertson, KY,66009,67945,66817,67753,70059
248551,245515,253829,262700,266553,Rockcastle, KY,467384,490501,491443,512321,522198
656209,646782,658578,655209,662311,Rowan, KY,691060,714276,720628,732019,756590
518436,519194,509599,534487,558876,Russell, KY,552811,558751,559536,589458,612022
2192858,2243664,2338983,2397714,2422975,Scott, KY,1977931,2056960,2216043,2330631,2432233
1380064,1358955,1376677,1400602,1422182,Shelby, KY,1752018,1867750,1952457,2088018,2202335
802526,808846,847797,856593,850415,Simpson, KY,620346,645784,656704,683592,707602
176536,184304,194128,195094,193530,Spencer, KY,682351,721174,756513,784266,826178
756238,786395,802636,824931,796470,Taylor, KY,779900,825521,838160,874746,894734
320462,327143,317705,320630,340291,Todd, KY,458634,461529,440871,454104,474078
274448,294848,276512,276395,271023,Trigg, KY,491903,516659,507953,521858,534397
376737,431601,435941,448918,447742,Trimble, KY,282207,290576,289975,303100,311352
833072,667814,626698,620104,593494,Union, KY,502505,466213,456862,467411,489340
5142334,5165512,5272878,5341287,5423938,Warren, KY,4222673,4467739,4591896,4790914,4993967
277435,295355,288403,293354,294722,Washington, KY,383340,415180,419167,441692,457066
360359,361024,361242,360236,363684,Wayne, KY,537610,553840,551674,566764,583013
629086,657131,592060,585389,590257,Webster, KY,504566,498918,489895,509770,513791
1295453,1552774,1625077,1634463,1632913,Whitley, KY,1072488,1126892,1140335,1172332,1212197
